tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,pitch,note,velocity
11477,note_on,414,0,4,,,,,,,,,,,,,,,3,,,,39,100
11573,note_on,96,0,4,,,,,,,,,,,,,,,3,,,,39,0
11575,note_on,198,0,5,,,,,,,,,,,,,,,4,,,,40,100
11682,note_on,494,0,9,,,,,,,,,,,,,,,8,,,,56,100
11777,note_on,1482,0,2,,,,,,,,,,,,,,,1,,,,61,100
11778,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,56,0
11872,note_on,397,0,7,,,,,,,,,,,,,,,6,,,,54,100
11963,note_on,91,0,7,,,,,,,,,,,,,,,6,,,,54,0
11966,note_on,188,0,9,,,,,,,,,,,,,,,8,,,,56,100
12064,note_on,489,0,5,,,,,,,,,,,,,,,4,,,,40,0
12064,note_on,491,0,4,,,,,,,,,,,,,,,3,,,,51,100
12160,note_on,96,0,4,,,,,,,,,,,,,,,3,,,,51,0
12162,note_on,98,0,5,,,,,,,,,,,,,,,4,,,,52,100
12258,note_on,96,0,5,,,,,,,,,,,,,,,4,,,,52,0
12260,note_on,483,0,2,,,,,,,,,,,,,,,1,,,,49,100
12353,note_on,387,0,9,,,,,,,,,,,,,,,8,,,,56,0
12356,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,49,0
12358,note_on,3311,0,3,,,,,,,,,,,,,,,2,,,,38,100
12363,note_on,7,0,2,,,,,,,,,,,,,,,1,,,,61,0
12465,note_on,102,0,2,,,,,,,,,,,,,,,1,,,,61,100
12560,note_on,597,0,7,,,,,,,,,,,,,,,6,,,,66,100
12561,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,61,0
12655,note_on,94,0,2,,,,,,,,,,,,,,,1,,,,61,100
12745,note_on,387,0,3,,,,,,,,,,,,,,,2,,,,38,0
12750,note_on,5,0,3,,,,,,,,,,,,,,,2,,,,62,100
12751,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,61,0
12845,note_on,2454,0,10,,,,,,,,,,,,,,,10,,,,57,100
12937,note_on,92,0,10,,,,,,,,,,,,,,,10,,,,57,0
12938,note_on,3514,0,12,,,,,,,,,,,,,,,12,,,,59,100
13030,note_on,92,0,12,,,,,,,,,,,,,,,12,,,,59,0
13032,note_on,472,0,7,,,,,,,,,,,,,,,6,,,,54,100
13127,note_on,1979,0,1,,,,,,,,,,,,,,,0,,,,48,100
13137,note_on,387,0,3,,,,,,,,,,,,,,,2,,,,62,0
13146,note_on,114,0,7,,,,,,,,,,,,,,,6,,,,66,0
13230,note_on,84,0,7,,,,,,,,,,,,,,,6,,,,66,100
13314,note_on,84,0,7,,,,,,,,,,,,,,,6,,,,54,0
13321,note_on,384,0,10,,,,,,,,,,,,,,,10,,,,69,100
13322,note_on,8,0,7,,,,,,,,,,,,,,,6,,,,66,0
13412,note_on,90,0,7,,,,,,,,,,,,,,,6,,,,66,100
13499,note_on,372,0,1,,,,,,,,,,,,,,,0,,,,48,0
13504,note_on,1151,0,9,,,,,,,,,,,,,,,8,,,,68,100
13506,note_on,185,0,10,,,,,,,,,,,,,,,10,,,,69,0
13506,note_on,94,0,7,,,,,,,,,,,,,,,6,,,,66,0
13607,note_on,3504,0,6,,,,,,,,,,,,,,,5,,,,65,100
13607,note_on,103,0,9,,,,,,,,,,,,,,,8,,,,56,100
13689,note_on,82,0,9,,,,,,,,,,,,,,,8,,,,68,0
13697,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,66,100
13697,note_on,191,0,10,,,,,,,,,,,,,,,10,,,,57,100
13699,note_on,10,0,9,,,,,,,,,,,,,,,8,,,,56,0
13699,note_on,92,0,6,,,,,,,,,,,,,,,5,,,,65,0
13789,note_on,92,0,7,,,,,,,,,,,,,,,6,,,,54,100
13789,note_on,1629,0,4,,,,,,,,,,,,,,,3,,,,63,100
13789,note_on,92,0,10,,,,,,,,,,,,,,,10,,,,57,0
13880,note_on,1622,0,5,,,,,,,,,,,,,,,4,,,,64,100
13880,note_on,181,0,9,,,,,,,,,,,,,,,8,,,,56,100
13880,note_on,1129,0,2,,,,,,,,,,,,,,,1,,,,49,100
13881,note_on,92,0,7,,,,,,,,,,,,,,,6,,,,54,0
13881,note_on,92,0,4,,,,,,,,,,,,,,,3,,,,63,0
13882,note_on,1,0,7,,,,,,,,,,,,,,,6,,,,66,0
13995,note_on,115,0,9,,,,,,,,,,,,,,,8,,,,68,100
14081,note_on,201,0,2,,,,,,,,,,,,,,,1,,,,73,100
14082,note_on,87,0,9,,,,,,,,,,,,,,,8,,,,68,0
14168,note_on,87,0,2,,,,,,,,,,,,,,,1,,,,73,0
14169,note_on,87,0,9,,,,,,,,,,,,,,,8,,,,68,100
14252,note_on,84,0,2,,,,,,,,,,,,,,,1,,,,49,0
14252,note_on,372,0,5,,,,,,,,,,,,,,,4,,,,64,0
14252,note_on,83,0,9,,,,,,,,,,,,,,,8,,,,56,0
14254,note_on,465,0,10,,,,,,,,,,,,,,,10,,,,69,100
14256,note_on,4,0,9,,,,,,,,,,,,,,,8,,,,68,0
14341,note_on,87,0,10,,,,,,,,,,,,,,,10,,,,69,0
14346,note_on,464,0,7,,,,,,,,,,,,,,,6,,,,66,100
14436,note_on,90,0,7,,,,,,,,,,,,,,,6,,,,66,0
14437,note_on,181,0,9,,,,,,,,,,,,,,,8,,,,68,100
14527,note_on,90,0,9,,,,,,,,,,,,,,,8,,,,68,0
14529,note_on,648,0,4,,,,,,,,,,,,,,,3,,,,63,100
14619,note_on,90,0,4,,,,,,,,,,,,,,,3,,,,63,0
14620,note_on,368,0,5,,,,,,,,,,,,,,,4,,,,64,100
14736,note_on,1237,0,1,,,,,,,,,,,,,,,0,,,,60,100
14755,note_on,135,0,5,,,,,,,,,,,,,,,4,,,,64,0
14826,note_on,90,0,1,,,,,,,,,,,,,,,0,,,,60,0
14827,note_on,575,0,2,,,,,,,,,,,,,,,1,,,,61,100
14917,note_on,90,0,2,,,,,,,,,,,,,,,1,,,,61,0
14918,note_on,391,0,9,,,,,,,,,,,,,,,8,,,,56,100
15008,note_on,90,0,9,,,,,,,,,,,,,,,8,,,,56,0
15010,note_on,669,0,10,,,,,,,,,,,,,,,10,,,,57,100
15100,note_on,90,0,10,,,,,,,,,,,,,,,10,,,,57,0
15101,note_on,665,0,7,,,,,,,,,,,,,,,6,,,,54,100
15191,note_on,90,0,7,,,,,,,,,,,,,,,6,,,,54,0
15193,note_on,185,0,9,,,,,,,,,,,,,,,8,,,,56,100
15283,note_on,90,0,9,,,,,,,,,,,,,,,8,,,,56,0
15284,note_on,665,0,4,,,,,,,,,,,,,,,3,,,,51,100
15374,note_on,90,0,4,,,,,,,,,,,,,,,3,,,,51,0
15376,note_on,1677,0,6,,,,,,,,,,,,,,,5,,,,53,100
15529,note_on,153,0,6,,,,,,,,,,,,,,,5,,,,77,100
15618,note_on,335,0,9,,,,,,,,,,,,,,,8,,,,80,100
15619,note_on,90,0,6,,,,,,,,,,,,,,,5,,,,77,0
15708,note_on,791,0,2,,,,,,,,,,,,,,,1,,,,73,100
15708,note_on,90,0,9,,,,,,,,,,,,,,,8,,,,80,0
15737,note_on,118,0,6,,,,,,,,,,,,,,,5,,,,53,0
15797,note_on,2660,0,3,,,,,,,,,,,,,,,2,,,,74,100
15798,note_on,90,0,2,,,,,,,,,,,,,,,1,,,,73,0
15887,note_on,90,0,3,,,,,,,,,,,,,,,2,,,,74,0
15889,note_on,2859,0,12,,,,,,,,,,,,,,,12,,,,71,100
15979,note_on,90,0,12,,,,,,,,,,,,,,,12,,,,71,0
15980,note_on,182,0,2,,,,,,,,,,,,,,,1,,,,73,100
16072,note_on,364,0,9,,,,,,,,,,,,,,,8,,,,68,100
16162,note_on,90,0,9,,,,,,,,,,,,,,,8,,,,68,0
16163,note_on,972,0,7,,,,,,,,,,,,,,,6,,,,54,100
16163,note_on,1063,0,10,,,,,,,,,,,,,,,10,,,,69,100
16294,note_on,557,0,6,,,,,,,,,,,,,,,5,,,,65,100
16384,note_on,90,0,6,,,,,,,,,,,,,,,5,,,,65,0
16386,note_on,223,0,7,,,,,,,,,,,,,,,6,,,,66,100
16476,note_on,90,0,7,,,,,,,,,,,,,,,6,,,,66,0
16477,note_on,497,0,2,,,,,,,,,,,,,,,1,,,,61,100
16524,note_on,361,0,10,,,,,,,,,,,,,,,10,,,,69,0
16524,note_on,48,0,7,,,,,,,,,,,,,,,6,,,,54,0
16527,note_on,50,0,2,,,,,,,,,,,,,,,1,,,,73,0
16567,note_on,40,0,2,,,,,,,,,,,,,,,1,,,,61,0
16569,note_on,682,0,3,,,,,,,,,,,,,,,2,,,,62,100
16659,note_on,90,0,3,,,,,,,,,,,,,,,2,,,,62,0
16660,note_on,136,0,10,,,,,,,,,,,,,,,10,,,,57,100
16750,note_on,90,0,10,,,,,,,,,,,,,,,10,,,,57,0
16752,note_on,773,0,12,,,,,,,,,,,,,,,12,,,,59,100
16842,note_on,90,0,12,,,,,,,,,,,,,,,12,,,,59,0
16843,note_on,319,0,7,,,,,,,,,,,,,,,6,,,,54,100
16933,note_on,90,0,7,,,,,,,,,,,,,,,6,,,,54,0
16934,note_on,772,0,9,,,,,,,,,,,,,,,8,,,,56,100
16934,note_on,275,0,3,,,,,,,,,,,,,,,2,,,,50,100
17066,note_on,133,0,7,,,,,,,,,,,,,,,6,,,,78,100
17156,note_on,90,0,7,,,,,,,,,,,,,,,6,,,,78,0
17157,note_on,315,0,12,,,,,,,,,,,,,,,12,,,,83,100
17247,note_on,90,0,12,,,,,,,,,,,,,,,12,,,,83,0
17249,note_on,93,0,7,,,,,,,,,,,,,,,6,,,,78,100
17295,note_on,361,0,3,,,,,,,,,,,,,,,2,,,,50,0
17295,note_on,361,0,9,,,,,,,,,,,,,,,8,,,,56,0
17339,note_on,90,0,7,,,,,,,,,,,,,,,6,,,,78,0
17340,note_on,45,0,9,,,,,,,,,,,,,,,8,,,,80,100
17430,note_on,90,0,9,,,,,,,,,,,,,,,8,,,,80,0
17432,note_on,1048,0,6,,,,,,,,,,,,,,,5,,,,77,100
17522,note_on,90,0,6,,,,,,,,,,,,,,,5,,,,77,0
17523,note_on,184,0,7,,,,,,,,,,,,,,,6,,,,78,100
17614,note_on,2240,0,4,,,,,,,,,,,,,,,3,,,,75,100
17703,note_on,180,0,7,,,,,,,,,,,,,,,6,,,,78,0
17704,note_on,90,0,4,,,,,,,,,,,,,,,3,,,,75,0
17706,note_on,184,0,6,,,,,,,,,,,,,,,5,,,,77,100
17706,note_on,276,0,9,,,,,,,,,,,,,,,8,,,,56,100
17706,note_on,1139,0,2,,,,,,,,,,,,,,,1,,,,49,100
17819,note_on,113,0,6,,,,,,,,,,,,,,,5,,,,77,0
17837,note_on,131,0,2,,,,,,,,,,,,,,,1,,,,73,100
17927,note_on,90,0,2,,,,,,,,,,,,,,,1,,,,73,0
17929,note_on,110,0,6,,,,,,,,,,,,,,,5,,,,77,100
18020,note_on,93,0,2,,,,,,,,,,,,,,,1,,,,73,100
18067,note_on,361,0,9,,,,,,,,,,,,,,,8,,,,56,0
18067,note_on,47,0,2,,,,,,,,,,,,,,,1,,,,49,0
18110,note_on,43,0,2,,,,,,,,,,,,,,,1,,,,73,0
18112,note_on,817,0,3,,,,,,,,,,,,,,,2,,,,74,100
18202,note_on,90,0,3,,,,,,,,,,,,,,,2,,,,74,0
18203,note_on,956,0,12,,,,,,,,,,,,,,,12,,,,71,100
18293,note_on,90,0,12,,,,,,,,,,,,,,,12,,,,71,0
18294,note_on,184,0,2,,,,,,,,,,,,,,,1,,,,73,100
18384,note_on,90,0,2,,,,,,,,,,,,,,,1,,,,73,0
18386,note_on,319,0,9,,,,,,,,,,,,,,,8,,,,68,100
18476,note_on,90,0,9,,,,,,,,,,,,,,,8,,,,68,0
18476,note_on,547,0,6,,,,,,,,,,,,,,,5,,,,77,0
18477,note_on,774,0,7,,,,,,,,,,,,,,,6,,,,54,100
18477,note_on,1727,0,10,,,,,,,,,,,,,,,10,,,,69,100
18477,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,49,100
18477,note_on,93,0,2,,,,,,,,,,,,,,,1,,,,61,100
18567,note_on,90,0,10,,,,,,,,,,,,,,,10,,,,69,0
18601,note_on,124,0,2,,,,,,,,,,,,,,,1,,,,73,100
18691,note_on,90,0,2,,,,,,,,,,,,,,,1,,,,73,0
18692,note_on,215,0,7,,,,,,,,,,,,,,,6,,,,78,100
18782,note_on,90,0,7,,,,,,,,,,,,,,,6,,,,78,0
18784,note_on,93,0,2,,,,,,,,,,,,,,,1,,,,73,100
18838,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,61,0
18838,note_on,54,0,2,,,,,,,,,,,,,,,1,,,,49,0
18838,note_on,56,0,7,,,,,,,,,,,,,,,6,,,,54,0
18874,note_on,36,0,2,,,,,,,,,,,,,,,1,,,,73,0
18875,note_on,673,0,3,,,,,,,,,,,,,,,2,,,,74,100
18965,note_on,90,0,3,,,,,,,,,,,,,,,2,,,,74,0
18966,note_on,673,0,12,,,,,,,,,,,,,,,12,,,,71,100
19056,note_on,90,0,12,,,,,,,,,,,,,,,12,,,,71,0
19058,note_on,184,0,2,,,,,,,,,,,,,,,1,,,,73,100
19148,note_on,90,0,2,,,,,,,,,,,,,,,1,,,,73,0
19149,note_on,673,0,9,,,,,,,,,,,,,,,8,,,,68,100
19239,note_on,90,0,9,,,,,,,,,,,,,,,8,,,,68,0
19241,note_on,403,0,7,,,,,,,,,,,,,,,6,,,,54,100
19241,note_on,674,0,10,,,,,,,,,,,,,,,10,,,,69,100
19241,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,49,100
19241,note_on,93,0,2,,,,,,,,,,,,,,,1,,,,61,100
19331,note_on,90,0,10,,,,,,,,,,,,,,,10,,,,69,0
19348,note_on,872,0,6,,,,,,,,,,,,,,,5,,,,65,100
19438,note_on,90,0,6,,,,,,,,,,,,,,,5,,,,65,0
19440,note_on,199,0,7,,,,,,,,,,,,,,,6,,,,66,100
19507,note_on,266,0,2,,,,,,,,,,,,,,,1,,,,61,0
19530,note_on,90,0,7,,,,,,,,,,,,,,,6,,,,66,0
19531,note_on,24,0,2,,,,,,,,,,,,,,,1,,,,61,100
19602,note_on,71,0,2,,,,,,,,,,,,,,,1,,,,49,0
19602,note_on,72,0,7,,,,,,,,,,,,,,,6,,,,54,0
19621,note_on,19,0,2,,,,,,,,,,,,,,,1,,,,61,0
19622,note_on,657,0,3,,,,,,,,,,,,,,,2,,,,62,100
19712,note_on,90,0,3,,,,,,,,,,,,,,,2,,,,62,0
19714,note_on,658,0,12,,,,,,,,,,,,,,,12,,,,59,100
19804,note_on,90,0,12,,,,,,,,,,,,,,,12,,,,59,0
19805,note_on,184,0,2,,,,,,,,,,,,,,,1,,,,61,100
19895,note_on,90,0,2,,,,,,,,,,,,,,,1,,,,61,0
19902,note_on,663,0,9,,,,,,,,,,,,,,,8,,,,56,100
19990,note_on,659,0,10,,,,,,,,,,,,,,,10,,,,57,100
19992,note_on,90,0,9,,,,,,,,,,,,,,,8,,,,56,0
20096,note_on,658,0,6,,,,,,,,,,,,,,,5,,,,53,100
20109,note_on,119,0,10,,,,,,,,,,,,,,,10,,,,57,0
20186,note_on,90,0,6,,,,,,,,,,,,,,,5,,,,53,0
20187,note_on,585,0,7,,,,,,,,,,,,,,,6,,,,54,100
20277,note_on,90,0,7,,,,,,,,,,,,,,,6,,,,54,0
20278,note_on,474,0,12,,,,,,,,,,,,,,,12,,,,47,100
20368,note_on,90,0,12,,,,,,,,,,,,,,,12,,,,47,0
20370,note_on,475,0,2,,,,,,,,,,,,,,,1,,,,49,100
20460,note_on,90,0,2,,,,,,,,,,,,,,,1,,,,49,0
20461,note_on,469,0,9,,,,,,,,,,,,,,,8,,,,44,100
20551,note_on,90,0,9,,,,,,,,,,,,,,,8,,,,44,0
20553,note_on,444,0,10,,,,,,,,,,,,,,,10,,,,45,100
20653,note_on,100,0,10,,,,,,,,,,,,,,,10,,,,45,0
20659,note_on,382,0,7,,,,,,,,,,,,,,,6,,,,42,100
20759,note_on,100,0,7,,,,,,,,,,,,,,,6,,,,42,0
20779,note_on,5953,0,1,,,,,,,,,,,,,,,0,,,,36,100
20928,note_on,169,0,7,,,,,,,,,,,,,,,6,,,,66,100
21032,note_on,379,0,10,,,,,,,,,,,,,,,10,,,,69,100
21043,note_on,115,0,7,,,,,,,,,,,,,,,6,,,,66,0
21127,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,69,0
21128,note_on,942,0,6,,,,,,,,,,,,,,,5,,,,65,100
21159,note_on,380,0,1,,,,,,,,,,,,,,,0,,,,36,0
21223,note_on,95,0,6,,,,,,,,,,,,,,,5,,,,65,0
21224,note_on,181,0,7,,,,,,,,,,,,,,,6,,,,66,100
21320,note_on,860,0,2,,,,,,,,,,,,,,,1,,,,61,100
21415,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
21416,note_on,3712,0,4,,,,,,,,,,,,,,,3,,,,63,100
21511,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,63,0
21512,note_on,961,0,9,,,,,,,,,,,,,,,8,,,,56,100
21604,note_on,380,0,7,,,,,,,,,,,,,,,6,,,,66,0
21607,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
21608,note_on,481,0,10,,,,,,,,,,,,,,,10,,,,57,100
21608,note_on,193,0,2,,,,,,,,,,,,,,,1,,,,37,100
21728,note_on,120,0,2,,,,,,,,,,,,,,,1,,,,61,100
21798,note_on,190,0,10,,,,,,,,,,,,,,,10,,,,57,0
21823,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
21824,note_on,220,0,7,,,,,,,,,,,,,,,6,,,,66,100
21919,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,66,0
21920,note_on,1552,0,12,,,,,,,,,,,,,,,12,,,,59,100
22015,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,59,0
22016,note_on,193,0,2,,,,,,,,,,,,,,,1,,,,61,100
22088,note_on,72,0,2,,,,,,,,,,,,,,,1,,,,37,0
22111,note_on,23,0,2,,,,,,,,,,,,,,,1,,,,61,0
22112,note_on,505,0,9,,,,,,,,,,,,,,,8,,,,56,100
22207,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
22208,note_on,410,0,10,,,,,,,,,,,,,,,10,,,,57,100
22303,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
22304,note_on,1081,0,6,,,,,,,,,,,,,,,5,,,,53,100
22399,note_on,95,0,6,,,,,,,,,,,,,,,5,,,,53,0
22400,note_on,481,0,7,,,,,,,,,,,,,,,6,,,,54,100
22496,note_on,193,0,10,,,,,,,,,,,,,,,10,,,,57,100
22591,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
22592,note_on,481,0,2,,,,,,,,,,,,,,,1,,,,61,100
22687,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
22688,note_on,481,0,9,,,,,,,,,,,,,,,8,,,,56,100
22780,note_on,380,0,7,,,,,,,,,,,,,,,6,,,,54,0
22783,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
22784,note_on,193,0,10,,,,,,,,,,,,,,,10,,,,57,100
22879,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
22880,note_on,481,0,6,,,,,,,,,,,,,,,5,,,,53,100
22975,note_on,95,0,6,,,,,,,,,,,,,,,5,,,,53,0
22976,note_on,196,0,7,,,,,,,,,,,,,,,6,,,,54,100
23072,note_on,1913,0,1,,,,,,,,,,,,,,,0,,,,48,100
23166,note_on,190,0,7,,,,,,,,,,,,,,,6,,,,54,0
23167,note_on,95,0,1,,,,,,,,,,,,,,,0,,,,48,0
23168,note_on,481,0,2,,,,,,,,,,,,,,,1,,,,49,100
23264,note_on,98,0,7,,,,,,,,,,,,,,,6,,,,54,100
23359,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
23360,note_on,481,0,10,,,,,,,,,,,,,,,10,,,,57,100
23455,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
23456,note_on,481,0,6,,,,,,,,,,,,,,,5,,,,53,100
23548,note_on,380,0,2,,,,,,,,,,,,,,,1,,,,49,0
23551,note_on,95,0,6,,,,,,,,,,,,,,,5,,,,53,0
23552,note_on,193,0,7,,,,,,,,,,,,,,,6,,,,54,100
23647,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
23648,note_on,1633,0,12,,,,,,,,,,,,,,,12,,,,47,100
23743,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,47,0
23744,note_on,196,0,2,,,,,,,,,,,,,,,1,,,,49,100
23840,note_on,1057,0,9,,,,,,,,,,,,,,,8,,,,44,100
23934,note_on,190,0,2,,,,,,,,,,,,,,,1,,,,49,0
23935,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,44,0
23936,note_on,481,0,10,,,,,,,,,,,,,,,10,,,,45,100
24064,note_on,130,0,2,,,,,,,,,,,,,,,1,,,,49,100
24159,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,49,0
24162,note_on,515,0,7,,,,,,,,,,,,,,,6,,,,54,100
24216,note_on,280,0,10,,,,,,,,,,,,,,,10,,,,45,0
24262,note_on,103,0,2,,,,,,,,,,,,,,,1,,,,49,100
24270,note_on,108,0,7,,,,,,,,,,,,,,,6,,,,54,0
24368,note_on,98,0,7,,,,,,,,,,,,,,,6,,,,54,100
24463,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
24464,note_on,248,0,10,,,,,,,,,,,,,,,10,,,,57,100
24542,note_on,280,0,2,,,,,,,,,,,,,,,1,,,,49,0
24559,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
24560,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,54,100
24656,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,57,100
24752,note_on,210,0,2,,,,,,,,,,,,,,,1,,,,61,100
24776,note_on,120,0,10,,,,,,,,,,,,,,,10,,,,57,0
24840,note_on,280,0,7,,,,,,,,,,,,,,,6,,,,54,0
24848,note_on,72,0,10,,,,,,,,,,,,,,,10,,,,57,100
24872,note_on,120,0,2,,,,,,,,,,,,,,,1,,,,61,0
24944,note_on,72,0,2,,,,,,,,,,,,,,,1,,,,61,100
25039,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
25044,note_on,204,0,7,,,,,,,,,,,,,,,6,,,,66,100
25128,note_on,280,0,10,,,,,,,,,,,,,,,10,,,,57,0
25140,note_on,1205,0,9,,,,,,,,,,,,,,,8,,,,56,100
25144,note_on,105,0,2,,,,,,,,,,,,,,,1,,,,37,100
25214,note_on,170,0,7,,,,,,,,,,,,,,,6,,,,66,0
25248,note_on,34,0,7,,,,,,,,,,,,,,,6,,,,66,100
25356,note_on,1805,0,6,,,,,,,,,,,,,,,5,,,,65,100
25368,note_on,120,0,7,,,,,,,,,,,,,,,6,,,,66,0
25460,note_on,320,0,9,,,,,,,,,,,,,,,8,,,,56,0
25464,note_on,1721,0,12,,,,,,,,,,,,,,,12,,,,59,100
25516,note_on,160,0,6,,,,,,,,,,,,,,,5,,,,65,0
25524,note_on,380,0,2,,,,,,,,,,,,,,,1,,,,37,0
25584,note_on,21697,0,11,,,,,,,,,,,,,,,11,,,,58,100
25584,note_on,120,0,12,,,,,,,,,,,,,,,12,,,,59,0
25584,note_on,216,0,7,,,,,,,,,,,,,,,6,,,,42,100
25760,note_on,236,0,2,,,,,,,,,,,,,,,1,,,,61,100
25855,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
25856,note_on,272,0,7,,,,,,,,,,,,,,,6,,,,66,100
25951,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,66,0
25952,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,61,100
26047,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
26048,note_on,6336,0,3,,,,,,,,,,,,,,,2,,,,62,100
26064,note_on,480,0,11,,,,,,,,,,,,,,,11,,,,58,0
26160,note_on,96,0,11,,,,,,,,,,,,,,,11,,,,58,100
26255,note_on,95,0,11,,,,,,,,,,,,,,,11,,,,58,0
26256,note_on,672,0,12,,,,,,,,,,,,,,,12,,,,59,100
26351,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,59,0
26352,note_on,836,0,6,,,,,,,,,,,,,,,5,,,,53,100
26447,note_on,95,0,6,,,,,,,,,,,,,,,5,,,,53,0
26448,note_on,497,0,7,,,,,,,,,,,,,,,6,,,,54,100
26528,note_on,480,0,3,,,,,,,,,,,,,,,2,,,,62,0
26576,note_on,225,0,12,,,,,,,,,,,,,,,12,,,,59,100
26671,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,59,0
26672,note_on,144,0,3,,,,,,,,,,,,,,,2,,,,62,100
26767,note_on,95,0,3,,,,,,,,,,,,,,,2,,,,62,0
26768,note_on,97,0,12,,,,,,,,,,,,,,,12,,,,59,100
26863,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,59,0
26864,note_on,817,0,2,,,,,,,,,,,,,,,1,,,,61,100
26928,note_on,480,0,7,,,,,,,,,,,,,,,6,,,,54,0
26976,note_on,1516,0,9,,,,,,,,,,,,,,,8,,,,56,100
27071,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
27072,note_on,817,0,11,,,,,,,,,,,,,,,11,,,,58,100
27167,note_on,95,0,11,,,,,,,,,,,,,,,11,,,,58,0
27168,note_on,721,0,6,,,,,,,,,,,,,,,5,,,,53,100
27263,note_on,95,0,6,,,,,,,,,,,,,,,5,,,,53,0
27264,note_on,336,0,7,,,,,,,,,,,,,,,6,,,,54,100
27344,note_on,480,0,2,,,,,,,,,,,,,,,1,,,,61,0
27376,note_on,209,0,11,,,,,,,,,,,,,,,11,,,,58,100
27466,note_on,90,0,11,,,,,,,,,,,,,,,11,,,,58,0
27472,note_on,128,0,2,,,,,,,,,,,,,,,1,,,,61,100
27568,note_on,497,0,9,,,,,,,,,,,,,,,8,,,,56,100
27584,note_on,320,0,7,,,,,,,,,,,,,,,6,,,,54,0
27662,note_on,190,0,2,,,,,,,,,,,,,,,1,,,,61,0
27663,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
27664,note_on,198,0,11,,,,,,,,,,,,,,,11,,,,58,100
27760,note_on,176,0,7,,,,,,,,,,,,,,,6,,,,54,100
27834,note_on,170,0,11,,,,,,,,,,,,,,,11,,,,58,0
27855,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
27856,note_on,193,0,9,,,,,,,,,,,,,,,8,,,,56,100
27884,note_on,29,0,7,,,,,,,,,,,,,,,6,,,,42,0
27972,note_on,116,0,9,,,,,,,,,,,,,,,8,,,,56,0
27978,note_on,715,0,6,,,,,,,,,,,,,,,5,,,,53,100
28110,note_on,132,0,6,,,,,,,,,,,,,,,5,,,,53,0
28118,note_on,234,0,7,,,,,,,,,,,,,,,6,,,,54,100
28885,note_on,767,0,7,,,,,,,,,,,,,,,6,,,,54,0
29040,note_on,1378,0,2,,,,,,,,,,,,,,,1,,,,73,100
29135,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
29136,note_on,251,0,7,,,,,,,,,,,,,,,6,,,,78,100
29184,time_signature,29184,1,0,,,,,,,3,4,24,8,,,,,,,,,,
29241,note_on,105,0,7,,,,,,,,,,,,,,,6,,,,78,0
29248,note_on,4120,0,10,,,,,,,,,,,,,,,10,,,,81,100
29295,note_on,47,0,10,,,,,,,,,,,,,,,10,,,,81,0
29296,note_on,1324,0,9,,,,,,,,,,,,,,,8,,,,80,100
29343,note_on,47,0,9,,,,,,,,,,,,,,,8,,,,80,0
