tick,type,key,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,data,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
3165,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,53,127
3177,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,53,0
3180,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
3192,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
3195,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,50,127
3207,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,50,0
3210,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,48,127
3222,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,48,0
3225,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,47,127
3237,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,47,0
3240,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,48,127
3252,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,48,0
3255,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,43,127
3267,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,43,0
3270,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,45,127
3282,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,45,0
3285,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,47,127
3297,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,47,0
3300,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,48,127
3312,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,48,0
3315,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,50,127
3327,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,50,0
3330,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
3342,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
3345,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,53,127
3357,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,53,0
3360,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
3372,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
3375,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,53,127
3387,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,53,0
3390,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
3402,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
3405,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,50,127
3417,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,50,0
3420,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
3432,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
3435,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,53,127
3447,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,53,0
3450,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
3462,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
3465,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,57,127
3477,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,57,0
3480,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,58,127
3492,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,58,0
3495,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
3507,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
3510,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,57,127
3522,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,57,0
3525,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,58,127
3537,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,58,0
3540,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,60,127
3552,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,60,0
3555,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,62,127
3567,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,62,0
3570,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,64,127
3582,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,64,0
3585,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,65,127
3597,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,65,0
3600,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,127
3612,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,67,0
3615,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,65,127
3627,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,65,0
3630,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,64,127
3642,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,64,0
3645,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,62,127
3657,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,62,0
3660,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,64,127
3672,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,64,0
3675,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,65,127
3687,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,65,0
3690,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,127
3702,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,67,0
3705,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,69,127
3717,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,69,0
3720,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,70,127
3720,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,36,127
3732,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,70,0
3735,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,127
3747,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,67,0
3750,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,64,127
3762,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,64,0
3765,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,60,127
3777,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,60,0
3780,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
3792,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,0
3792,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,36,0
3795,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
3807,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
3810,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,48,127
3833,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,48,0
3960,note_on,,127,0,1,,,,,,,,,,,,,,,3,,,48,127
3972,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,48,0
3975,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,50,127
3987,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,50,0
3990,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
4002,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
4005,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,53,127
4017,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,53,0
4020,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
4032,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
4035,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,50,127
4047,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,50,0
4050,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,48,127
4062,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,48,0
4065,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,50,127
4077,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,50,0
4080,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
4092,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
4095,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,53,127
4107,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,53,0
4110,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
4122,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
4125,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,50,127
4137,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,50,0
4140,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,48,127
4152,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,48,0
4155,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,50,127
4167,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,50,0
4170,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
4182,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
4185,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,53,127
4197,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,53,0
4200,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
4212,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
4215,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,53,127
4227,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,53,0
4230,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
4242,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
4245,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,53,127
4257,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,53,0
4260,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
4272,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
4275,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,57,127
4287,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,57,0
4290,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
4302,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
4305,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,53,127
4317,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,53,0
4320,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
4332,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
4335,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,53,127
4347,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,53,0
4350,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
4362,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
4365,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,57,127
4377,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,57,0
4380,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
4392,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
4395,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,53,127
4407,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,53,0
4410,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
4422,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
4425,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,53,127
4437,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,53,0
4440,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
4452,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
4455,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,57,127
4467,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,57,0
4470,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,58,127
4482,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,58,0
4485,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,57,127
4497,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,57,0
4500,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
4512,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
4515,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,57,127
4527,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,57,0
4530,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,58,127
4542,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,58,0
4545,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,60,127
4557,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,60,0
4560,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,58,127
4572,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,58,0
4575,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,57,127
4587,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,57,0
4590,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
4602,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
4605,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,57,127
4617,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,57,0
4620,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,58,127
4632,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,58,0
4635,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,60,127
4647,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,60,0
4650,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,62,127
4662,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,62,0
4665,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,64,127
4677,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,64,0
4680,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,65,127
4680,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,36,127
4692,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,65,0
4695,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,127
4707,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,67,0
4710,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,69,127
4722,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,69,0
4725,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,64,127
4737,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,64,0
4740,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,65,127
4748,note_on,,8,0,1,,,,,,,,,,,,,,,3,,,36,0
4752,note_on,,4,0,1,,,,,,,,,,,,,,,3,,,65,0
4755,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,60,127
4767,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,60,0
4770,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,57,127
4782,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,57,0
4785,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,53,127
4797,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,53,0
4920,note_on,,123,0,1,,,,,,,,,,,,,,,3,,,77,127
4932,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,77,0
4935,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,76,127
4947,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,76,0
4950,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,74,127
4962,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,74,0
4965,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,72,127
4977,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,72,0
4980,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,71,127
4992,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,71,0
4995,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,69,127
5007,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,69,0
5010,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,127
5022,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,67,0
5025,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,65,127
5037,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,65,0
5040,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,64,127
5052,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,64,0
5055,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,62,127
5067,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,62,0
5070,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,60,127
5082,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,60,0
5085,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,59,127
5097,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,59,0
5100,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,79,127
5112,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,79,0
5115,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,77,127
5127,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,77,0
5130,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,76,127
5142,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,76,0
5145,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,74,127
5157,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,74,0
5160,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,77,127
5172,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,77,0
5175,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,76,127
5187,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,76,0
5190,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,74,127
5202,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,74,0
5205,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,72,127
5217,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,72,0
5220,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,71,127
5232,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,71,0
5235,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,69,127
5247,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,69,0
5250,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,127
5262,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,67,0
5265,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,65,127
5277,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,65,0
5280,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,64,127
5292,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,64,0
5295,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,62,127
5307,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,62,0
5310,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,60,127
5322,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,60,0
5325,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,59,127
5340,note_on,,15,0,1,,,,,,,,,,,,,,,3,,,74,127
5352,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,74,0
5355,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,69,127
5367,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,69,0
5370,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,127
5382,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,67,0
5385,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,65,127
5391,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,59,0
5397,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,65,0
5400,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,60,127
5400,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
5400,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,36,127
5412,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,64,0
5415,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,127
5425,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,60,0
5427,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,67,0
5430,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,72,127
5442,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,72,0
5445,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,127
5457,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,67,0
5459,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,36,0
5460,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,64,127
5472,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,64,0
5475,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,127
5487,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,67,0
5490,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,64,127
5502,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,64,0
5505,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,59,127
5517,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,59,0
5520,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,60,127
5532,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,60,0
5535,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,64,127
5547,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,64,0
5550,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,60,127
5562,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,60,0
5565,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
5577,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
5580,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
5592,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
5595,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
5607,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
5610,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
5622,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
5625,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,48,127
5637,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,48,0
5640,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
5652,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
5655,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
5667,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
5670,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,60,127
5682,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,60,0
5685,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
5697,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
5700,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
5712,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
5715,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,48,127
5727,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,48,0
5730,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,43,127
5742,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,43,0
5745,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,48,127
5757,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,48,0
5760,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,36,127
5781,set_tempo,,4861,1,0,,,,,,,,1764705,,,,,,,,,,,
5807,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,36,0
5868,set_tempo,,87,1,0,,,,,,,,1200000,,,,,,,,,,,
5880,set_tempo,,12,1,0,,,,,,,,1000000,,,,,,,,,,,
5893,set_tempo,,13,1,0,,,,,,,,1090909,,,,,,,,,,,
5910,note_on,,103,0,1,,,,,,,,,,,,,,,3,,,48,127
5933,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,48,0
5940,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,55,127
5948,set_tempo,,55,1,0,,,,,,,,681818,,,,,,,,,,,
5952,set_tempo,,4,1,0,,,,,,,,1090909,,,,,,,,,,,
5963,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,55,0
5970,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,43,127
5993,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,43,0
6000,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,48,127
6000,set_tempo,,48,1,0,,,,,,,,1250000,,,,,,,,,,,
6001,set_tempo,,1,1,0,,,,,,,,1428571,,,,,,,,,,,
6047,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,48,0
6055,set_tempo,,54,1,0,,,,,,,,1818181,,,,,,,,,,,
6060,set_tempo,,5,1,0,,,,,,,,2142857,,,,,,,,,,,
6120,note_on,,73,0,1,,,,,,,,,,,,,,,3,,,48,127
6130,set_tempo,,70,1,0,,,,,,,,1090909,,,,,,,,,,,
6135,set_tempo,,5,1,0,,,,,,,,1016949,,,,,,,,,,,
6136,set_tempo,,1,1,0,,,,,,,,937500,,,,,,,,,,,
6143,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,48,0
6150,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,52,127
6173,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,52,0
6180,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,50,127
6203,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,50,0
6210,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,53,127
6233,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,53,0
6240,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,52,127
6263,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,52,0
6268,set_tempo,,132,1,0,,,,,,,,967741,,,,,,,,,,,
6270,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,55,127
6273,set_tempo,,5,1,0,,,,,,,,937500,,,,,,,,,,,
6293,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,55,0
6300,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,54,127
6320,set_tempo,,47,1,0,,,,,,,,937500,,,,,,,,,,,
6323,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,54,0
6330,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,57,127
6353,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,57,0
6360,set_tempo,,40,1,0,,,,,,,,923076,,,,,,,,,,,
6360,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,55,127
6383,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,55,0
6386,set_tempo,,26,1,0,,,,,,,,937500,,,,,,,,,,,
6390,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,59,127
6406,set_tempo,,20,1,0,,,,,,,,923076,,,,,,,,,,,
6413,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,59,0
6420,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,57,127
6423,set_tempo,,17,1,0,,,,,,,,937500,,,,,,,,,,,
6443,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,57,0
6450,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,60,127
6473,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,60,0
6480,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,59,127
6498,set_tempo,,75,1,0,,,,,,,,1090909,,,,,,,,,,,
6502,set_tempo,,4,1,0,,,,,,,,1153846,,,,,,,,,,,
6503,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,59,0
6506,set_tempo,,4,1,0,,,,,,,,1250000,,,,,,,,,,,
6510,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,62,127
6533,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,62,0
6540,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,43,127
6540,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
6546,set_tempo,,40,1,0,,,,,,,,2857142,,,,,,,,,,,
6563,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,0
