tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,pitch,program,note,velocity
65280,note_on,0,0,4,,,,,,,,,3,,,74,51
65280,note_on,240,0,4,,,,,,,,,3,,,75,0
65280,note_on,240,0,6,,,,,,,,,5,,,67,0
65280,note_on,30,0,7,,,,,,,,,6,,,53,51
65280,note_on,0,0,6,,,,,,,,,5,,,65,51
65280,note_on,120,0,3,,,,,,,,,2,,,63,0
65280,note_on,240,0,5,,,,,,,,,4,,,72,0
65280,note_on,0,0,3,,,,,,,,,2,,,62,88
65490,note_on,210,0,6,,,,,,,,,5,,,65,0
65490,note_on,210,0,8,,,,,,,,,7,,,41,0
65490,note_on,210,0,5,,,,,,,,,4,,,70,0
65490,note_on,210,0,7,,,,,,,,,6,,,53,0
65490,note_on,210,0,4,,,,,,,,,3,,,74,0
65710,note_on,430,0,3,,,,,,,,,2,,,62,0
65760,note_on,270,0,8,,,,,,,,,7,,,29,51
65760,note_on,270,0,5,,,,,,,,,4,,,69,51
65760,note_on,50,0,3,,,,,,,,,2,,,60,88
65760,note_on,270,0,6,,,,,,,,,5,,,63,51
65760,note_on,270,0,7,,,,,,,,,6,,,41,51
65760,note_on,270,0,4,,,,,,,,,3,,,72,51
65970,note_on,210,0,7,,,,,,,,,6,,,41,0
65970,note_on,210,0,5,,,,,,,,,4,,,69,0
65970,note_on,210,0,8,,,,,,,,,7,,,29,0
65970,note_on,210,0,6,,,,,,,,,5,,,63,0
65970,note_on,210,0,4,,,,,,,,,3,,,72,0
66190,note_on,430,0,3,,,,,,,,,2,,,60,0
66240,note_on,270,0,6,,,,,,,,,5,,,62,51
66240,note_on,270,0,5,,,,,,,,,4,,,70,51
66240,note_on,270,0,4,,,,,,,,,3,,,70,51
66240,note_on,270,0,7,,,,,,,,,6,,,46,51
66240,note_on,50,0,3,,,,,,,,,2,,,58,88
66240,note_on,270,0,8,,,,,,,,,7,,,34,51
66450,note_on,210,0,6,,,,,,,,,5,,,62,0
66450,note_on,210,0,5,,,,,,,,,4,,,70,0
66480,note_on,0,0,6,,,,,,,,,5,,,58,76
66480,control_change,30,0,6,,,,,,,11,85,5,,,,
66480,control_change,0,0,4,,,,,,,11,85,3,,,,
66480,note_on,0,0,5,,,,,,,,,4,,,70,76
66480,control_change,30,0,5,,,,,,,11,85,4,,,,
66480,note_on,0,0,4,,,,,,,,,3,,,74,76
66480,note_on,240,0,4,,,,,,,,,3,,,70,0
66480,note_on,0,0,5,,,,,,,,,4,,,62,76
66480,note_on,0,0,6,,,,,,,,,5,,,65,76
66670,note_on,430,0,7,,,,,,,,,6,,,46,0
66670,note_on,430,0,3,,,,,,,,,2,,,58,0
66670,note_on,430,0,8,,,,,,,,,7,,,34,0
66720,note_on,0,0,1,,,,,,,,,0,,,77,76
66720,note_on,0,0,1,,,,,,,,,0,,,65,76
66720,control_change,37010,0,1,,,,,,,11,85,0,,,,
66720,note_on,240,0,4,,,,,,,,,3,,,74,0
66720,note_on,0,0,4,,,,,,,,,3,,,77,76
66720,control_change,0,0,4,,,,,,,11,86,3,,,,
66840,control_change,120,0,4,,,,,,,11,91,3,,,,
66840,control_change,360,0,5,,,,,,,11,88,4,,,,
66840,control_change,120,0,1,,,,,,,11,88,0,,,,
66840,control_change,360,0,6,,,,,,,11,90,5,,,,
66910,note_on,70,0,6,,,,,,,,,5,,,65,0
66910,note_on,0,0,6,,,,,,,,,5,,,58,0
66910,note_on,70,0,5,,,,,,,,,4,,,70,0
66910,note_on,0,0,5,,,,,,,,,4,,,62,0
66960,control_change,50,0,6,,,,,,,11,95,5,,,,
66960,note_on,0,0,6,,,,,,,,,5,,,58,76
66960,note_on,0,0,6,,,,,,,,,5,,,65,76
66960,note_on,0,0,4,,,,,,,,,3,,,82,76
66960,control_change,0,0,4,,,,,,,11,96,3,,,,
66960,note_on,120,0,4,,,,,,,,,3,,,77,0
66960,control_change,120,0,1,,,,,,,11,95,0,,,,
66960,control_change,50,0,5,,,,,,,11,93,4,,,,
66960,note_on,0,0,5,,,,,,,,,4,,,62,76
66960,note_on,0,0,5,,,,,,,,,4,,,70,76
67080,control_change,120,0,1,,,,,,,11,100,0,,,,
67080,control_change,120,0,5,,,,,,,11,100,4,,,,
67080,control_change,120,0,4,,,,,,,11,103,3,,,,
67080,control_change,120,0,6,,,,,,,11,101,5,,,,
67150,note_on,0,0,1,,,,,,,,,0,,,65,0
67150,note_on,70,0,1,,,,,,,,,0,,,77,0
67200,note_on,0,0,4,,,,,,,,,3,,,86,76
67200,control_change,0,0,4,,,,,,,11,108,3,,,,
67200,note_on,120,0,4,,,,,,,,,3,,,82,0
67200,control_change,120,0,6,,,,,,,11,106,5,,,,
67200,note_on,0,0,1,,,,,,,,,0,,,65,76
67200,control_change,120,0,5,,,,,,,11,106,4,,,,
67200,note_on,0,0,1,,,,,,,,,0,,,77,76
67200,control_change,50,0,1,,,,,,,11,105,0,,,,
67320,control_change,120,0,6,,,,,,,11,113,5,,,,
67320,control_change,120,0,5,,,,,,,11,113,4,,,,
67320,control_change,120,0,1,,,,,,,11,111,0,,,,
67320,control_change,120,0,4,,,,,,,11,113,3,,,,
67390,note_on,0,0,5,,,,,,,,,4,,,70,0
67390,note_on,70,0,5,,,,,,,,,4,,,62,0
67390,note_on,0,0,6,,,,,,,,,5,,,65,0
67390,note_on,70,0,6,,,,,,,,,5,,,58,0
67440,note_on,0,0,6,,,,,,,,,5,,,58,76
67440,note_on,0,0,6,,,,,,,,,5,,,65,76
67440,control_change,50,0,6,,,,,,,11,118,5,,,,
67440,note_on,0,0,4,,,,,,,,,3,,,82,76
67440,control_change,0,0,4,,,,,,,11,118,3,,,,
67440,note_on,120,0,4,,,,,,,,,3,,,86,0
67440,note_on,0,0,5,,,,,,,,,4,,,70,76
67440,note_on,0,0,5,,,,,,,,,4,,,62,76
67440,control_change,50,0,5,,,,,,,11,118,4,,,,
67440,control_change,120,0,1,,,,,,,11,116,0,,,,
67560,control_change,120,0,6,,,,,,,11,123,5,,,,
67560,control_change,120,0,4,,,,,,,11,123,3,,,,
67560,control_change,120,0,5,,,,,,,11,125,4,,,,
67560,control_change,120,0,1,,,,,,,11,121,0,,,,
67630,note_on,0,0,1,,,,,,,,,0,,,77,0
67630,note_on,70,0,1,,,,,,,,,0,,,65,0
67650,note_on,90,0,6,,,,,,,,,5,,,58,0
67650,note_on,0,0,6,,,,,,,,,5,,,65,0
67650,note_on,90,0,5,,,,,,,,,4,,,62,0
67650,note_on,0,0,5,,,,,,,,,4,,,70,0
67680,note_on,0,0,5,,,,,,,,,4,,,69,76
67680,note_on,38450,0,2,,,,,,,,,1,,,65,76
67680,note_on,120,0,4,,,,,,,,,3,,,82,0
67680,control_change,0,0,4,,,,,,,11,127,3,,,,
67680,note_on,0,0,4,,,,,,,,,3,,,87,76
67680,note_on,0,0,1,,,,,,,,,0,,,69,76
67680,note_on,0,0,1,,,,,,,,,0,,,72,76
67680,note_on,1010,0,7,,,,,,,,,6,,,60,76
67680,control_change,30,0,5,,,,,,,11,127,4,,,,
67680,control_change,50,0,1,,,,,,,11,127,0,,,,
67680,note_on,1010,0,8,,,,,,,,,7,,,48,76
67680,control_change,30,0,6,,,,,,,11,127,5,,,,
67680,note_on,0,0,6,,,,,,,,,5,,,60,76
68000,note_on,320,0,1,,,,,,,,,0,,,72,0
68000,note_on,0,0,1,,,,,,,,,0,,,69,0
68040,note_on,40,0,1,,,,,,,,,0,,,74,76
68040,note_on,0,0,1,,,,,,,,,0,,,70,76
68110,note_on,430,0,7,,,,,,,,,6,,,60,0
68110,note_on,430,0,6,,,,,,,,,5,,,60,0
68110,note_on,430,0,8,,,,,,,,,7,,,48,0
68140,note_on,0,0,1,,,,,,,,,0,,,70,0
68140,note_on,100,0,1,,,,,,,,,0,,,74,0
68160,note_on,0,0,1,,,,,,,,,0,,,72,76
68160,note_on,50,0,8,,,,,,,,,7,,,41,76
68160,note_on,20,0,1,,,,,,,,,0,,,75,76
68160,note_on,50,0,6,,,,,,,,,5,,,53,76
68160,note_on,50,0,7,,,,,,,,,6,,,53,76
68280,note_on,0,0,5,,,,,,,,,4,,,72,76
68280,note_on,600,0,5,,,,,,,,,4,,,69,0
68280,note_on,0,0,4,,,,,,,,,3,,,84,76
68280,note_on,600,0,4,,,,,,,,,3,,,87,0
68400,note_on,120,0,5,,,,,,,,,4,,,72,0
68400,note_on,0,0,4,,,,,,,,,3,,,81,76
68400,note_on,120,0,4,,,,,,,,,3,,,84,0
68400,note_on,0,0,5,,,,,,,,,4,,,75,76
68520,note_on,0,0,5,,,,,,,,,4,,,72,76
68520,note_on,120,0,5,,,,,,,,,4,,,75,0
68520,note_on,120,0,4,,,,,,,,,3,,,81,0
68520,note_on,0,0,4,,,,,,,,,3,,,84,76
68590,note_on,430,0,6,,,,,,,,,5,,,53,0
68590,note_on,430,0,8,,,,,,,,,7,,,41,0
68590,note_on,430,0,7,,,,,,,,,6,,,53,0
68640,note_on,0,0,1,,,,,,,,,0,,,74,76
68640,note_on,50,0,6,,,,,,,,,5,,,58,76
68640,note_on,50,0,8,,,,,,,,,7,,,46,76
68640,note_on,50,0,7,,,,,,,,,6,,,58,76
68640,note_on,120,0,5,,,,,,,,,4,,,72,0
68640,note_on,0,0,5,,,,,,,,,4,,,74,76
68640,note_on,480,0,1,,,,,,,,,0,,,75,0
68640,note_on,0,0,4,,,,,,,,,3,,,82,76
68640,note_on,120,0,4,,,,,,,,,3,,,84,0
68640,note_on,0,0,1,,,,,,,,,0,,,70,76
68640,note_on,0,0,1,,,,,,,,,0,,,72,0
68760,note_on,0,0,5,,,,,,,,,4,,,77,76
68760,note_on,0,0,4,,,,,,,,,3,,,77,76
68760,note_on,120,0,4,,,,,,,,,3,,,82,0
68760,note_on,120,0,5,,,,,,,,,4,,,74,0
68880,note_on,0,0,4,,,,,,,,,3,,,86,76
68880,note_on,0,0,5,,,,,,,,,4,,,70,76
68880,note_on,120,0,4,,,,,,,,,3,,,77,0
68880,note_on,120,0,5,,,,,,,,,4,,,77,0
68970,note_on,1290,0,2,,,,,,,,,1,,,65,0
69000,note_on,120,0,5,,,,,,,,,4,,,70,0
69000,note_on,0,0,5,,,,,,,,,4,,,74,76
69000,note_on,120,0,4,,,,,,,,,3,,,86,0
69000,note_on,0,0,4,,,,,,,,,3,,,82,76
69070,note_on,430,0,6,,,,,,,,,5,,,58,0
69070,note_on,430,0,7,,,,,,,,,6,,,58,0
69070,note_on,430,0,8,,,,,,,,,7,,,46,0
69120,note_on,0,0,1,,,,,,,,,0,,,72,76
69120,note_on,50,0,6,,,,,,,,,5,,,60,76
69120,note_on,50,0,7,,,,,,,,,6,,,60,76
69120,note_on,120,0,4,,,,,,,,,3,,,82,0
69120,note_on,0,0,1,,,,,,,,,0,,,69,76
69120,note_on,0,0,4,,,,,,,,,3,,,87,76
69120,note_on,0,0,1,,,,,,,,,0,,,70,0
69120,note_on,150,0,2,,,,,,,,,1,,,65,76
69120,note_on,480,0,1,,,,,,,,,0,,,74,0
69120,note_on,120,0,5,,,,,,,,,4,,,74,0
69120,note_on,50,0,8,,,,,,,,,7,,,48,76
69120,note_on,0,0,5,,,,,,,,,4,,,69,76
69440,note_on,0,0,1,,,,,,,,,0,,,69,0
69440,note_on,320,0,1,,,,,,,,,0,,,72,0
69480,note_on,40,0,1,,,,,,,,,0,,,74,76
69480,note_on,0,0,1,,,,,,,,,0,,,70,76
69550,note_on,430,0,7,,,,,,,,,6,,,60,0
69550,note_on,430,0,8,,,,,,,,,7,,,48,0
69550,note_on,430,0,6,,,,,,,,,5,,,60,0
69580,note_on,0,0,1,,,,,,,,,0,,,70,0
69580,note_on,100,0,1,,,,,,,,,0,,,74,0
69600,note_on,0,0,1,,,,,,,,,0,,,72,76
69600,note_on,50,0,8,,,,,,,,,7,,,41,76
69600,note_on,50,0,7,,,,,,,,,6,,,53,76
69600,note_on,50,0,6,,,,,,,,,5,,,53,76
69600,note_on,20,0,1,,,,,,,,,0,,,75,76
69720,note_on,0,0,5,,,,,,,,,4,,,72,76
69720,note_on,0,0,4,,,,,,,,,3,,,84,76
69720,note_on,600,0,4,,,,,,,,,3,,,87,0
69720,note_on,600,0,5,,,,,,,,,4,,,69,0
69840,note_on,120,0,4,,,,,,,,,3,,,84,0
69840,note_on,120,0,5,,,,,,,,,4,,,72,0
69840,note_on,0,0,5,,,,,,,,,4,,,75,76
69840,note_on,0,0,4,,,,,,,,,3,,,81,76
69960,note_on,120,0,4,,,,,,,,,3,,,81,0
69960,note_on,0,0,5,,,,,,,,,4,,,72,76
69960,note_on,120,0,5,,,,,,,,,4,,,75,0
69960,note_on,0,0,4,,,,,,,,,3,,,84,76
69980,note_on,860,0,2,,,,,,,,,1,,,65,0
70030,note_on,430,0,8,,,,,,,,,7,,,41,0
70030,note_on,430,0,6,,,,,,,,,5,,,53,0
70030,note_on,430,0,7,,,,,,,,,6,,,53,0
70080,note_on,100,0,2,,,,,,,,,1,,,58,76
70080,note_on,480,0,1,,,,,,,,,0,,,75,0
70080,note_on,50,0,6,,,,,,,,,5,,,58,76
70080,note_on,0,0,1,,,,,,,,,0,,,74,76
70080,note_on,0,0,1,,,,,,,,,0,,,70,76
70080,note_on,0,0,4,,,,,,,,,3,,,82,76
70080,note_on,0,0,2,,,,,,,,,1,,,65,76
70080,note_on,50,0,8,,,,,,,,,7,,,46,76
70080,note_on,0,0,1,,,,,,,,,0,,,72,0
70080,note_on,50,0,7,,,,,,,,,6,,,58,76
70080,note_on,120,0,5,,,,,,,,,4,,,72,0
70080,note_on,0,0,5,,,,,,,,,4,,,74,76
70080,note_on,120,0,4,,,,,,,,,3,,,84,0
70200,note_on,0,0,4,,,,,,,,,3,,,86,76
70200,note_on,120,0,4,,,,,,,,,3,,,82,0
70200,note_on,120,0,5,,,,,,,,,4,,,74,0
70200,note_on,0,0,5,,,,,,,,,4,,,77,76
70290,note_on,210,0,2,,,,,,,,,1,,,65,0
70320,note_on,30,0,2,,,,,,,,,1,,,70,76
70320,note_on,0,0,5,,,,,,,,,4,,,70,76
70320,note_on,120,0,5,,,,,,,,,4,,,77,0
70320,note_on,0,0,1,,,,,,,,,0,,,70,0
70320,note_on,0,0,1,,,,,,,,,0,,,82,76
70320,note_on,240,0,1,,,,,,,,,0,,,74,0
70320,note_on,0,0,1,,,,,,,,,0,,,74,76
70320,note_on,120,0,4,,,,,,,,,3,,,86,0
70320,note_on,0,0,4,,,,,,,,,3,,,77,76
70440,note_on,120,0,4,,,,,,,,,3,,,77,0
70440,note_on,0,0,4,,,,,,,,,3,,,78,76
70440,note_on,120,0,5,,,,,,,,,4,,,70,0
70440,note_on,0,0,5,,,,,,,,,4,,,74,76
70510,note_on,430,0,8,,,,,,,,,7,,,46,0
70510,note_on,430,0,7,,,,,,,,,6,,,58,0
70510,note_on,430,0,6,,,,,,,,,5,,,58,0
70530,note_on,210,0,1,,,,,,,,,0,,,74,0
70560,note_on,0,0,5,,,,,,,,,4,,,75,76
70560,note_on,50,0,8,,,,,,,,,7,,,39,76
70560,note_on,30,0,1,,,,,,,,,0,,,75,76
70560,note_on,50,0,6,,,,,,,,,5,,,63,76
70560,note_on,50,0,7,,,,,,,,,6,,,51,76
70560,note_on,120,0,4,,,,,,,,,3,,,78,0
70560,note_on,0,0,4,,,,,,,,,3,,,79,76
70560,note_on,120,0,5,,,,,,,,,4,,,74,0
70680,note_on,0,0,5,,,,,,,,,4,,,79,76
70680,note_on,120,0,4,,,,,,,,,3,,,79,0
70680,note_on,0,0,4,,,,,,,,,3,,,82,76
70680,note_on,120,0,5,,,,,,,,,4,,,75,0
70770,note_on,450,0,2,,,,,,,,,1,,,70,0
70800,note_on,0,0,1,,,,,,,,,0,,,79,76
70800,note_on,0,0,4,,,,,,,,,3,,,72,76
70800,note_on,0,0,5,,,,,,,,,4,,,63,76
70800,note_on,120,0,4,,,,,,,,,3,,,82,0
70800,note_on,30,0,2,,,,,,,,,1,,,67,76
70800,note_on,120,0,5,,,,,,,,,4,,,79,0
70800,note_on,240,0,1,,,,,,,,,0,,,82,0
70920,note_on,120,0,4,,,,,,,,,3,,,72,0
70920,note_on,0,0,5,,,,,,,,,4,,,67,76
70920,note_on,0,0,4,,,,,,,,,3,,,75,76
70920,note_on,120,0,5,,,,,,,,,4,,,63,0
70990,note_on,430,0,8,,,,,,,,,7,,,39,0
70990,note_on,430,0,6,,,,,,,,,5,,,63,0
70990,note_on,430,0,7,,,,,,,,,6,,,51,0
70990,note_on,190,0,2,,,,,,,,,1,,,58,0
71010,note_on,20,0,2,,,,,,,,,1,,,67,0
71040,note_on,0,0,1,,,,,,,,,0,,,79,0
71040,note_on,0,0,1,,,,,,,,,0,,,77,76
71040,note_on,240,0,1,,,,,,,,,0,,,75,0
71040,note_on,0,0,1,,,,,,,,,0,,,74,76
71040,note_on,120,0,5,,,,,,,,,4,,,67,0
71040,note_on,0,0,5,,,,,,,,,4,,,58,76
71040,note_on,50,0,7,,,,,,,,,6,,,53,76
71040,note_on,50,0,6,,,,,,,,,5,,,65,76
71040,note_on,0,0,4,,,,,,,,,3,,,74,76
71040,note_on,120,0,4,,,,,,,,,3,,,75,0
71040,note_on,50,0,8,,,,,,,,,7,,,41,76
71040,note_on,30,0,2,,,,,,,,,1,,,65,76
71160,note_on,120,0,5,,,,,,,,,4,,,58,0
71160,note_on,0,0,5,,,,,,,,,4,,,62,76
71160,note_on,0,0,4,,,,,,,,,3,,,77,76
71160,note_on,120,0,4,,,,,,,,,3,,,74,0
71280,note_on,0,0,1,,,,,,,,,0,,,74,76
71280,note_on,120,0,5,,,,,,,,,4,,,62,0
71280,note_on,240,0,1,,,,,,,,,0,,,77,0
71280,note_on,0,0,1,,,,,,,,,0,,,74,0
71280,note_on,0,0,5,,,,,,,,,4,,,62,76
71280,note_on,0,0,1,,,,,,,,,0,,,70,76
71280,note_on,120,0,4,,,,,,,,,3,,,77,0
71280,note_on,0,0,4,,,,,,,,,3,,,70,76
71400,note_on,0,0,5,,,,,,,,,4,,,65,76
71400,note_on,120,0,5,,,,,,,,,4,,,62,0
71400,note_on,0,0,4,,,,,,,,,3,,,74,76
71400,note_on,120,0,4,,,,,,,,,3,,,70,0
71470,note_on,430,0,7,,,,,,,,,6,,,53,0
71470,note_on,430,0,6,,,,,,,,,5,,,65,0
71470,note_on,430,0,2,,,,,,,,,1,,,65,0
71470,note_on,430,0,8,,,,,,,,,7,,,41,0
71520,note_on,50,0,7,,,,,,,,,6,,,41,76
71520,note_on,50,0,6,,,,,,,,,5,,,53,76
71520,note_on,0,0,1,,,,,,,,,0,,,72,76
71520,note_on,0,0,1,,,,,,,,,0,,,75,76
71520,note_on,0,0,1,,,,,,,,,0,,,70,0
71520,note_on,240,0,1,,,,,,,,,0,,,74,0
71520,note_on,50,0,8,,,,,,,,,7,,,29,76
71520,note_on,0,0,4,,,,,,,,,3,,,72,76
71520,note_on,120,0,5,,,,,,,,,4,,,65,0
71520,note_on,0,0,5,,,,,,,,,4,,,57,76
71520,note_on,50,0,2,,,,,,,,,1,,,65,76
71520,note_on,120,0,4,,,,,,,,,3,,,74,0
71640,note_on,0,0,5,,,,,,,,,4,,,60,76
71640,note_on,0,0,4,,,,,,,,,3,,,75,76
71640,note_on,120,0,5,,,,,,,,,4,,,57,0
71640,note_on,120,0,4,,,,,,,,,3,,,72,0
71760,note_on,0,0,1,,,,,,,,,0,,,72,0
71760,note_on,0,0,5,,,,,,,,,4,,,60,76
71760,note_on,240,0,1,,,,,,,,,0,,,75,0
71760,note_on,120,0,4,,,,,,,,,3,,,75,0
71760,note_on,0,0,4,,,,,,,,,3,,,69,76
71760,note_on,120,0,5,,,,,,,,,4,,,60,0
71760,note_on,0,0,1,,,,,,,,,0,,,72,76
71760,note_on,0,0,1,,,,,,,,,0,,,69,76
71880,note_on,0,0,5,,,,,,,,,4,,,63,76
71880,note_on,120,0,5,,,,,,,,,4,,,60,0
71880,note_on,120,0,4,,,,,,,,,3,,,69,0
71880,note_on,0,0,4,,,,,,,,,3,,,72,76
71950,note_on,430,0,7,,,,,,,,,6,,,41,0
71950,note_on,430,0,2,,,,,,,,,1,,,65,0
71950,note_on,430,0,8,,,,,,,,,7,,,29,0
71950,note_on,430,0,6,,,,,,,,,5,,,53,0
72000,note_on,50,0,8,,,,,,,,,7,,,34,76
72000,note_on,0,0,2,,,,,,,,,1,,,58,76
72000,note_on,50,0,2,,,,,,,,,1,,,65,76
72000,note_on,120,0,4,,,,,,,,,3,,,72,0
72000,note_on,0,0,4,,,,,,,,,3,,,70,76
72000,note_on,240,0,1,,,,,,,,,0,,,72,0
72000,note_on,50,0,6,,,,,,,,,5,,,58,76
72000,note_on,120,0,5,,,,,,,,,4,,,63,0
72000,note_on,0,0,5,,,,,,,,,4,,,62,76
72000,note_on,50,0,7,,,,,,,,,6,,,46,76
72000,note_on,0,0,1,,,,,,,,,0,,,69,0
72000,note_on,0,0,1,,,,,,,,,0,,,70,76
72430,note_on,430,0,5,,,,,,,,,4,,,62,0
72430,note_on,0,0,2,,,,,,,,,1,,,58,0
72430,note_on,430,0,7,,,,,,,,,6,,,46,0
72430,note_on,430,0,1,,,,,,,,,0,,,70,0
72430,note_on,430,0,2,,,,,,,,,1,,,65,0
72430,note_on,430,0,6,,,,,,,,,5,,,58,0
72430,note_on,430,0,8,,,,,,,,,7,,,34,0
72430,note_on,430,0,4,,,,,,,,,3,,,70,0
72480,note_on,5810,0,3,,,,,,,,,2,,,62,88
72910,note_on,430,0,3,,,,,,,,,2,,,62,0
72960,note_on,50,0,3,,,,,,,,,2,,,66,88
73390,note_on,430,0,3,,,,,,,,,2,,,66,0
73440,note_on,50,0,3,,,,,,,,,2,,,67,88
73440,note_on,1010,0,7,,,,,,,,,6,,,55,51
73440,note_on,1010,0,8,,,,,,,,,7,,,43,51
73680,note_on,1250,0,4,,,,,,,,,3,,,62,51
73680,note_on,1250,0,6,,,,,,,,,5,,,55,51
73680,note_on,1250,0,5,,,,,,,,,4,,,58,51
73870,note_on,430,0,8,,,,,,,,,7,,,43,0
73870,note_on,430,0,7,,,,,,,,,6,,,55,0
73890,note_on,210,0,4,,,,,,,,,3,,,62,0
73890,note_on,210,0,6,,,,,,,,,5,,,55,0
73890,note_on,210,0,5,,,,,,,,,4,,,58,0
73920,note_on,30,0,4,,,,,,,,,3,,,62,51
73920,note_on,30,0,6,,,,,,,,,5,,,55,51
73920,note_on,30,0,5,,,,,,,,,4,,,58,51
74130,note_on,210,0,5,,,,,,,,,4,,,58,0
74130,note_on,210,0,4,,,,,,,,,3,,,62,0
74130,note_on,210,0,6,,,,,,,,,5,,,55,0
74160,note_on,30,0,6,,,,,,,,,5,,,55,51
74160,note_on,30,0,4,,,,,,,,,3,,,62,51
74160,note_on,30,0,5,,,,,,,,,4,,,58,51
74300,note_on,860,0,3,,,,,,,,,2,,,67,0
74370,note_on,210,0,6,,,,,,,,,5,,,55,0
74370,note_on,210,0,5,,,,,,,,,4,,,58,0
74370,note_on,210,0,4,,,,,,,,,3,,,62,0
74400,note_on,30,0,6,,,,,,,,,5,,,55,51
74400,note_on,100,0,3,,,,,,,,,2,,,62,88
74400,note_on,30,0,4,,,,,,,,,3,,,62,51
74400,note_on,30,0,5,,,,,,,,,4,,,58,51
74610,note_on,210,0,5,,,,,,,,,4,,,58,0
74610,note_on,210,0,6,,,,,,,,,5,,,55,0
74610,note_on,210,0,4,,,,,,,,,3,,,62,0
74640,note_on,30,0,4,,,,,,,,,3,,,62,51
74640,note_on,30,0,5,,,,,,,,,4,,,58,51
74640,note_on,30,0,6,,,,,,,,,5,,,55,51
74830,note_on,430,0,3,,,,,,,,,2,,,62,0
74850,note_on,210,0,6,,,,,,,,,5,,,55,0
74850,note_on,210,0,5,,,,,,,,,4,,,58,0
74850,note_on,210,0,4,,,,,,,,,3,,,62,0
74880,note_on,50,0,3,,,,,,,,,2,,,63,88
74880,note_on,1010,0,8,,,,,,,,,7,,,42,51
74880,note_on,1010,0,7,,,,,,,,,6,,,54,51
75120,note_on,270,0,6,,,,,,,,,5,,,57,51
75120,note_on,270,0,4,,,,,,,,,3,,,62,51
75120,note_on,270,0,5,,,,,,,,,4,,,60,51
75120,note_on,240,0,3,,,,,,,,,2,,,63,0
75120,note_on,0,0,3,,,,,,,,,2,,,62,88
75310,note_on,430,0,8,,,,,,,,,7,,,42,0
75310,note_on,430,0,7,,,,,,,,,6,,,54,0
75330,note_on,210,0,6,,,,,,,,,5,,,57,0
75330,note_on,210,0,5,,,,,,,,,4,,,60,0
75330,note_on,210,0,4,,,,,,,,,3,,,62,0
75360,note_on,30,0,5,,,,,,,,,4,,,60,51
75360,note_on,30,0,4,,,,,,,,,3,,,62,51
75360,note_on,30,0,6,,,,,,,,,5,,,57,51
75360,note_on,0,0,3,,,,,,,,,2,,,62,88
75360,note_on,240,0,3,,,,,,,,,2,,,62,0
75570,note_on,210,0,4,,,,,,,,,3,,,62,0
75570,note_on,210,0,5,,,,,,,,,4,,,60,0
75570,note_on,210,0,6,,,,,,,,,5,,,57,0
75600,note_on,30,0,4,,,,,,,,,3,,,62,51
75600,note_on,30,0,5,,,,,,,,,4,,,60,51
75600,note_on,30,0,6,,,,,,,,,5,,,57,51
75790,note_on,430,0,3,,,,,,,,,2,,,62,0
75810,note_on,210,0,4,,,,,,,,,3,,,62,0
75810,note_on,210,0,6,,,,,,,,,5,,,57,0
75810,note_on,210,0,5,,,,,,,,,4,,,60,0
75840,note_on,30,0,4,,,,,,,,,3,,,62,51
75840,note_on,30,0,6,,,,,,,,,5,,,57,51
75840,note_on,30,0,5,,,,,,,,,4,,,60,51
76050,note_on,210,0,5,,,,,,,,,4,,,60,0
76050,note_on,210,0,6,,,,,,,,,5,,,57,0
76050,note_on,210,0,4,,,,,,,,,3,,,62,0
76080,note_on,30,0,6,,,,,,,,,5,,,57,51
76080,note_on,30,0,4,,,,,,,,,3,,,62,51
76080,note_on,30,0,5,,,,,,,,,4,,,60,51
76290,note_on,210,0,4,,,,,,,,,3,,,62,0
76290,note_on,210,0,6,,,,,,,,,5,,,57,0
76290,note_on,210,0,5,,,,,,,,,4,,,60,0
76320,note_on,1010,0,8,,,,,,,,,7,,,38,51
76320,note_on,1010,0,7,,,,,,,,,6,,,50,51
76320,note_on,530,0,3,,,,,,,,,2,,,69,88
76560,note_on,270,0,5,,,,,,,,,4,,,60,51
76560,note_on,270,0,6,,,,,,,,,5,,,54,51
76560,note_on,270,0,4,,,,,,,,,3,,,62,51
76750,note_on,430,0,8,,,,,,,,,7,,,38,0
76750,note_on,430,0,7,,,,,,,,,6,,,50,0
76770,note_on,210,0,5,,,,,,,,,4,,,60,0
76770,note_on,210,0,6,,,,,,,,,5,,,54,0
76770,note_on,210,0,4,,,,,,,,,3,,,62,0
76800,note_on,30,0,5,,,,,,,,,4,,,60,51
76800,note_on,30,0,4,,,,,,,,,3,,,62,51
76800,note_on,30,0,6,,,,,,,,,5,,,54,51
77010,note_on,210,0,4,,,,,,,,,3,,,62,0
77010,note_on,210,0,6,,,,,,,,,5,,,54,0
77010,note_on,210,0,5,,,,,,,,,4,,,60,0
77040,note_on,30,0,6,,,,,,,,,5,,,54,51
77040,note_on,30,0,4,,,,,,,,,3,,,62,51
77040,note_on,30,0,5,,,,,,,,,4,,,60,51
77180,note_on,860,0,3,,,,,,,,,2,,,69,0
77250,note_on,210,0,4,,,,,,,,,3,,,62,0
77250,note_on,210,0,6,,,,,,,,,5,,,54,0
77250,note_on,210,0,5,,,,,,,,,4,,,60,0
77280,note_on,30,0,6,,,,,,,,,5,,,54,51
77280,note_on,100,0,3,,,,,,,,,2,,,62,88
