tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,data,control,value,channel,program,note,velocity
1416,note_on,,,,,1,0,2,,,,,,,0,,88,50
1417,note_on,,,,,1,0,2,,,,,,,0,,86,0
1426,note_on,,,,,9,0,2,,,,,,,0,,88,0
1428,note_on,,,,,2,0,2,,,,,,,0,,89,55
1436,note_on,,,,,8,0,2,,,,,,,0,,89,0
1440,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
1440,note_on,,,,,0,0,3,,,,,,,1,,53,0
1440,note_on,,,,,0,0,3,,,,,,,1,,50,0
1440,note_on,,,,,48,0,3,,,,,,,1,,46,0
1440,note_on,,,,,4,0,2,,,,,,,0,,77,60
1440,note_on,,,,,0,0,3,,,,,,,1,,57,30
1440,note_on,,,,,0,0,3,,,,,,,1,,53,22
1440,note_on,,,,,0,0,3,,,,,,,1,,48,48
1442,control_change,,,,,94,0,4,,,,,64,0,0,,,
1442,control_change,,,,,94,0,5,,,,,64,0,1,,,
1444,control_change,,,,,2,0,4,,,,,64,127,0,,,
1444,control_change,,,,,2,0,5,,,,,64,127,1,,,
1464,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
1488,note_on,,,,,0,0,3,,,,,,,1,,58,40
1488,note_on,,,,,48,0,3,,,,,,,1,,48,0
1488,note_on,,,,,0,0,3,,,,,,,1,,57,0
1488,note_on,,,,,0,0,3,,,,,,,1,,53,0
1488,note_on,,,,,0,0,3,,,,,,,1,,52,32
1488,note_on,,,,,0,0,3,,,,,,,1,,48,52
1490,control_change,,,,,46,0,4,,,,,64,0,0,,,
1490,control_change,,,,,46,0,5,,,,,64,0,1,,,
1492,control_change,,,,,2,0,5,,,,,64,127,1,,,
1492,control_change,,,,,2,0,4,,,,,64,127,0,,,
1512,note_on,,,,,72,0,2,,,,,,,0,,81,53
1512,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
1514,note_on,,,,,2,0,2,,,,,,,0,,77,0
1524,note_on,,,,,10,0,2,,,,,,,0,,79,57
1526,note_on,,,,,2,0,2,,,,,,,0,,81,0
1536,control_change,,,,,44,0,5,,,,,64,127,1,,,
1536,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
1536,note_on,,,,,10,0,2,,,,,,,0,,79,0
1536,note_on,,,,,0,0,2,,,,,,,0,,79,55
1536,note_on,,,,,0,0,3,,,,,,,1,,60,25
1536,note_on,,,,,0,0,3,,,,,,,1,,58,33
1536,note_on,,,,,0,0,3,,,,,,,1,,64,45
1536,note_on,,,,,0,0,3,,,,,,,1,,58,0
1536,control_change,,,,,44,0,4,,,,,64,127,0,,,
1536,note_on,,,,,0,0,3,,,,,,,1,,52,0
1536,note_on,,,,,48,0,3,,,,,,,1,,48,0
1536,note_on,,,,,0,0,3,,,,,,,1,,53,50
1538,control_change,,,,,2,0,5,,,,,64,0,1,,,
1538,control_change,,,,,2,0,4,,,,,64,0,0,,,
1540,control_change,,,,,2,0,4,,,,,64,127,0,,,
1540,control_change,,,,,2,0,5,,,,,64,127,1,,,
1560,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
1584,note_on,,,,,48,0,3,,,,,,,1,,41,40
1586,note_on,,,,,2,0,3,,,,,,,1,,53,0
1608,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
1608,note_on,,,,,72,0,2,,,,,,,0,,84,48
1610,note_on,,,,,2,0,2,,,,,,,0,,79,0
1620,set_tempo,,,,,12,1,0,,1463414,,,,,,,,
1620,note_on,,,,,10,0,2,,,,,,,0,,76,52
1622,note_on,,,,,2,0,2,,,,,,,0,,84,0
1632,set_tempo,,,,,12,1,0,,1395348,,,,,,,,
1632,note_on,,,,,46,0,3,,,,,,,1,,65,40
1632,note_on,,,,,0,0,3,,,,,,,1,,57,28
1632,note_on,,,,,0,0,3,,,,,,,1,,53,45
1632,note_on,,,,,10,0,2,,,,,,,0,,77,45
1634,note_on,,,,,2,0,3,,,,,,,1,,41,0
1634,note_on,,,,,0,0,3,,,,,,,1,,64,0
1634,note_on,,,,,2,0,2,,,,,,,0,,76,0
1634,note_on,,,,,0,0,3,,,,,,,1,,58,0
1636,control_change,,,,,96,0,5,,,,,64,0,1,,,
1636,control_change,,,,,96,0,4,,,,,64,0,0,,,
1642,note_on,,,,,0,0,3,,,,,,,1,,65,0
1642,note_on,,,,,0,0,3,,,,,,,1,,60,0
1642,note_on,,,,,0,0,3,,,,,,,1,,57,0
1642,note_on,,,,,8,0,3,,,,,,,1,,53,0
1644,note_on,,,,,2,0,3,,,,,,,1,,60,50
1644,set_tempo,,,,,12,1,0,,1333333,,,,,,,,
1656,note_on,,,,,12,0,3,,,,,,,1,,59,52
1656,set_tempo,,,,,12,1,0,,1304347,,,,,,,,
1656,note_on,,,,,22,0,2,,,,,,,0,,77,0
1658,note_on,,,,,2,0,3,,,,,,,1,,60,0
1668,set_tempo,,,,,12,1,0,,1333333,,,,,,,,
1668,note_on,,,,,10,0,3,,,,,,,1,,60,48
1670,note_on,,,,,2,0,3,,,,,,,1,,59,0
1680,note_on,,,,,10,0,3,,,,,,,1,,62,45
1680,set_tempo,,,,,12,1,0,,1250000,,,,,,,,
1682,note_on,,,,,2,0,3,,,,,,,1,,60,0
1692,set_tempo,,,,,12,1,0,,1333333,,,,,,,,
1692,note_on,,,,,10,0,3,,,,,,,1,,60,52
1694,note_on,,,,,2,0,3,,,,,,,1,,62,0
1704,note_on,,,,,10,0,3,,,,,,,1,,58,56
1704,set_tempo,,,,,12,1,0,,1304347,,,,,,,,
1706,note_on,,,,,2,0,3,,,,,,,1,,60,0
1716,set_tempo,,,,,12,1,0,,1395348,,,,,,,,
1716,note_on,,,,,10,0,3,,,,,,,1,,55,60
1718,note_on,,,,,2,0,3,,,,,,,1,,58,0
1728,note_on,,,,,0,0,3,,,,,,,1,,41,55
1728,set_tempo,,,,,12,1,0,,1304347,,,,,,,,
1728,control_change,,,,,92,0,5,,,,,64,0,1,,,
1728,note_on,,,,,72,0,2,,,,,,,0,,77,68
1728,control_change,,,,,92,0,4,,,,,64,0,0,,,
1728,note_on,,,,,0,0,2,,,,,,,0,,69,40
1728,note_on,,,,,10,0,3,,,,,,,1,,53,40
1728,note_on,,,,,0,0,2,,,,,,,0,,65,52
1730,note_on,,,,,2,0,3,,,,,,,1,,55,0
1732,control_change,,,,,4,0,4,,,,,64,127,0,,,
1732,control_change,,,,,4,0,5,,,,,64,127,1,,,
1740,note_on,,,,,0,0,3,,,,,,,1,,57,35
1740,note_on,,,,,10,0,3,,,,,,,1,,60,28
1742,note_on,,,,,2,0,3,,,,,,,1,,41,0
1742,note_on,,,,,0,0,3,,,,,,,1,,53,0
1746,note_on,,,,,0,0,3,,,,,,,1,,60,0
1746,note_on,,,,,4,0,3,,,,,,,1,,57,0
1752,note_on,,,,,0,0,3,,,,,,,1,,57,37
1752,note_on,,,,,6,0,3,,,,,,,1,,60,30
1752,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
1760,note_on,,,,,0,0,3,,,,,,,1,,60,0
1760,note_on,,,,,8,0,3,,,,,,,1,,57,0
1764,note_on,,,,,0,0,3,,,,,,,1,,57,32
1764,note_on,,,,,4,0,3,,,,,,,1,,60,27
1770,note_on,,,,,0,0,3,,,,,,,1,,60,0
1770,note_on,,,,,6,0,3,,,,,,,1,,57,0
1776,note_on,,,,,6,0,3,,,,,,,1,,53,48
1778,control_change,,,,,46,0,5,,,,,64,0,1,,,
1778,control_change,,,,,46,0,4,,,,,64,0,0,,,
1780,control_change,,,,,2,0,4,,,,,64,127,0,,,
1780,control_change,,,,,2,0,5,,,,,64,127,1,,,
1788,note_on,,,,,0,0,3,,,,,,,1,,57,32
1788,note_on,,,,,12,0,3,,,,,,,1,,60,25
1790,note_on,,,,,2,0,3,,,,,,,1,,53,0
1794,note_on,,,,,0,0,3,,,,,,,1,,60,0
1794,note_on,,,,,4,0,3,,,,,,,1,,57,0
1800,note_on,,,,,0,0,3,,,,,,,1,,57,34
1800,note_on,,,,,6,0,3,,,,,,,1,,60,27
1800,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
1808,note_on,,,,,0,0,3,,,,,,,1,,60,0
1808,note_on,,,,,8,0,3,,,,,,,1,,57,0
1812,note_on,,,,,0,0,3,,,,,,,1,,57,29
1812,note_on,,,,,4,0,3,,,,,,,1,,60,24
1818,note_on,,,,,0,0,3,,,,,,,1,,60,0
1818,note_on,,,,,6,0,3,,,,,,,1,,57,0
1824,note_on,,,,,0,0,2,,,,,,,0,,69,65
1824,note_on,,,,,0,0,2,,,,,,,0,,74,45
1824,note_on,,,,,0,0,2,,,,,,,0,,81,72
1824,note_on,,,,,0,0,2,,,,,,,0,,69,0
1824,note_on,,,,,0,0,2,,,,,,,0,,77,0
1824,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
1824,note_on,,,,,96,0,2,,,,,,,0,,65,0
1824,note_on,,,,,0,0,3,,,,,,,1,,34,50
1824,note_on,,,,,6,0,3,,,,,,,1,,46,30
1826,control_change,,,,,46,0,4,,,,,64,0,0,,,
1826,control_change,,,,,46,0,5,,,,,64,0,1,,,
1828,control_change,,,,,2,0,4,,,,,64,127,0,,,
1828,control_change,,,,,2,0,5,,,,,64,127,1,,,
1836,note_on,,,,,12,0,3,,,,,,,1,,62,28
1836,note_on,,,,,0,0,3,,,,,,,1,,58,35
1838,note_on,,,,,2,0,3,,,,,,,1,,34,0
1838,note_on,,,,,0,0,3,,,,,,,1,,46,0
1842,note_on,,,,,4,0,3,,,,,,,1,,58,0
1842,note_on,,,,,0,0,3,,,,,,,1,,62,0
1848,note_on,,,,,0,0,3,,,,,,,1,,58,37
1848,note_on,,,,,6,0,3,,,,,,,1,,62,30
1848,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
1856,note_on,,,,,8,0,3,,,,,,,1,,58,0
1856,note_on,,,,,0,0,3,,,,,,,1,,62,0
1860,note_on,,,,,0,0,3,,,,,,,1,,58,32
1860,note_on,,,,,4,0,3,,,,,,,1,,62,27
1860,note_on,,,,,36,0,2,,,,,,,0,,79,75
1860,note_on,,,,,0,0,2,,,,,,,0,,67,68
1862,note_on,,,,,2,0,2,,,,,,,0,,69,0
1862,note_on,,,,,0,0,2,,,,,,,0,,81,0
1862,note_on,,,,,0,0,2,,,,,,,0,,74,0
1866,note_on,,,,,6,0,3,,,,,,,1,,58,0
1866,note_on,,,,,0,0,3,,,,,,,1,,62,0
1872,note_on,,,,,6,0,3,,,,,,,1,,46,45
1872,note_on,,,,,0,0,2,,,,,,,0,,74,40
1872,note_on,,,,,0,0,2,,,,,,,0,,70,55
1872,note_on,,,,,10,0,2,,,,,,,0,,82,62
1874,control_change,,,,,46,0,4,,,,,64,0,0,,,
1874,note_on,,,,,2,0,2,,,,,,,0,,67,0
1874,note_on,,,,,0,0,2,,,,,,,0,,79,0
1874,control_change,,,,,46,0,5,,,,,64,0,1,,,
1876,control_change,,,,,2,0,4,,,,,64,127,0,,,
1876,control_change,,,,,2,0,5,,,,,64,127,1,,,
1884,note_on,,,,,12,0,3,,,,,,,1,,62,25
1884,note_on,,,,,0,0,3,,,,,,,1,,58,32
1886,note_on,,,,,2,0,3,,,,,,,1,,46,0
1890,note_on,,,,,4,0,3,,,,,,,1,,58,0
1890,note_on,,,,,0,0,3,,,,,,,1,,62,0
1896,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
1896,note_on,,,,,0,0,3,,,,,,,1,,58,34
1896,note_on,,,,,6,0,3,,,,,,,1,,62,27
1904,note_on,,,,,0,0,3,,,,,,,1,,62,0
1904,note_on,,,,,8,0,3,,,,,,,1,,58,0
1908,note_on,,,,,0,0,3,,,,,,,1,,58,37
1908,note_on,,,,,4,0,3,,,,,,,1,,62,32
1908,note_on,,,,,34,0,2,,,,,,,0,,79,65
1908,note_on,,,,,0,0,2,,,,,,,0,,67,57
1910,note_on,,,,,0,0,2,,,,,,,0,,74,0
1910,note_on,,,,,0,0,2,,,,,,,0,,82,0
1910,note_on,,,,,2,0,2,,,,,,,0,,70,0
1914,note_on,,,,,0,0,3,,,,,,,1,,62,0
1914,note_on,,,,,6,0,3,,,,,,,1,,58,0
1920,control_change,,,,,44,0,4,,,,,64,127,0,,,
1920,note_on,,,,,6,0,3,,,,,,,1,,48,40
1920,note_on,,,,,0,0,2,,,,,,,0,,72,45
1920,note_on,,,,,0,0,2,,,,,,,0,,65,53
1920,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
1920,note_on,,,,,0,0,3,,,,,,,1,,36,55
1920,note_on,,,,,10,0,2,,,,,,,0,,77,68
1920,control_change,,,,,44,0,5,,,,,64,127,1,,,
1922,note_on,,,,,0,0,2,,,,,,,0,,79,0
1922,note_on,,,,,2,0,2,,,,,,,0,,67,0
1922,control_change,,,,,2,0,5,,,,,64,0,1,,,
1922,control_change,,,,,2,0,4,,,,,64,0,0,,,
1924,control_change,,,,,2,0,5,,,,,64,127,1,,,
1924,control_change,,,,,2,0,4,,,,,64,127,0,,,
1932,note_on,,,,,0,0,3,,,,,,,1,,55,35
1932,note_on,,,,,12,0,3,,,,,,,1,,60,28
1934,note_on,,,,,2,0,3,,,,,,,1,,36,0
1934,note_on,,,,,0,0,3,,,,,,,1,,48,0
1938,note_on,,,,,4,0,3,,,,,,,1,,55,0
1938,note_on,,,,,0,0,3,,,,,,,1,,60,0
1944,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
1944,note_on,,,,,0,0,3,,,,,,,1,,55,37
1944,note_on,,,,,6,0,3,,,,,,,1,,60,30
1952,note_on,,,,,0,0,3,,,,,,,1,,60,0
1952,note_on,,,,,8,0,3,,,,,,,1,,55,0
1956,note_on,,,,,4,0,3,,,,,,,1,,60,27
1956,note_on,,,,,0,0,3,,,,,,,1,,55,32
1962,note_on,,,,,6,0,3,,,,,,,1,,55,0
1962,note_on,,,,,0,0,3,,,,,,,1,,60,0
1968,note_on,,,,,6,0,3,,,,,,,1,,48,48
1970,control_change,,,,,46,0,5,,,,,64,0,1,,,
1970,control_change,,,,,46,0,4,,,,,64,0,0,,,
1972,control_change,,,,,2,0,5,,,,,64,127,1,,,
1972,control_change,,,,,2,0,4,,,,,64,127,0,,,
1980,note_on,,,,,58,0,2,,,,,,,0,,76,72
1980,note_on,,,,,0,0,2,,,,,,,0,,64,60
1980,note_on,,,,,0,0,3,,,,,,,1,,55,32
1980,note_on,,,,,12,0,3,,,,,,,1,,60,25
1982,note_on,,,,,2,0,2,,,,,,,0,,65,0
1982,note_on,,,,,0,0,2,,,,,,,0,,72,0
1982,note_on,,,,,0,0,2,,,,,,,0,,77,0
1986,note_on,,,,,0,0,3,,,,,,,1,,60,0
1986,note_on,,,,,6,0,3,,,,,,,1,,55,0
1992,note_on,,,,,0,0,3,,,,,,,1,,55,34
1992,set_tempo,,,,,48,1,0,,1304347,,,,,,,,
1992,note_on,,,,,6,0,3,,,,,,,1,,60,27
1992,note_on,,,,,0,0,2,,,,,,,0,,67,53
1992,note_on,,,,,10,0,2,,,,,,,0,,79,65
1994,note_on,,,,,0,0,2,,,,,,,0,,76,0
1994,note_on,,,,,2,0,2,,,,,,,0,,64,0
2000,note_on,,,,,0,0,3,,,,,,,1,,60,0
2000,note_on,,,,,8,0,3,,,,,,,1,,55,0
2004,note_on,,,,,0,0,3,,,,,,,1,,55,29
2004,note_on,,,,,4,0,3,,,,,,,1,,60,24
2004,note_on,,,,,0,0,2,,,,,,,0,,64,55
2004,note_on,,,,,10,0,2,,,,,,,0,,76,67
2006,note_on,,,,,2,0,2,,,,,,,0,,67,0
2006,note_on,,,,,0,0,2,,,,,,,0,,79,0
2010,note_on,,,,,6,0,3,,,,,,,1,,55,0
2010,note_on,,,,,0,0,3,,,,,,,1,,60,0
2014,note_on,,,,,8,0,2,,,,,,,0,,60,45
2016,note_on,,,,,2,0,2,,,,,,,0,,72,62
2016,set_tempo,,,,,24,1,0,,1276595,,,,,,,,
2016,note_on,,,,,6,0,3,,,,,,,1,,48,0
2016,note_on,,,,,0,0,3,,,,,,,1,,48,45
2018,control_change,,,,,46,0,4,,,,,64,0,0,,,
2018,note_on,,,,,2,0,2,,,,,,,0,,64,0
2018,control_change,,,,,46,0,5,,,,,64,0,1,,,
2018,note_on,,,,,0,0,2,,,,,,,0,,76,0
2020,control_change,,,,,2,0,5,,,,,64,127,1,,,
2020,control_change,,,,,2,0,4,,,,,64,127,0,,,
2028,note_on,,,,,12,0,3,,,,,,,1,,60,28
2028,note_on,,,,,0,0,3,,,,,,,1,,55,20
2028,note_on,,,,,0,0,3,,,,,,,1,,52,35
2034,note_on,,,,,6,0,3,,,,,,,1,,52,0
2034,note_on,,,,,0,0,3,,,,,,,1,,55,0
2034,note_on,,,,,0,0,3,,,,,,,1,,60,0
2040,note_on,,,,,0,0,3,,,,,,,1,,52,37
2040,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
2040,note_on,,,,,6,0,3,,,,,,,1,,60,30
2040,note_on,,,,,0,0,3,,,,,,,1,,55,18
2048,note_on,,,,,8,0,3,,,,,,,1,,52,0
2048,note_on,,,,,0,0,3,,,,,,,1,,55,0
2048,note_on,,,,,0,0,3,,,,,,,1,,60,0
2052,note_on,,,,,4,0,3,,,,,,,1,,60,27
2052,note_on,,,,,0,0,3,,,,,,,1,,55,20
2052,note_on,,,,,0,0,3,,,,,,,1,,52,32
2058,note_on,,,,,0,0,3,,,,,,,1,,55,0
2058,note_on,,,,,6,0,3,,,,,,,1,,52,0
2058,note_on,,,,,0,0,3,,,,,,,1,,60,0
2062,note_on,,,,,44,0,2,,,,,,,0,,60,0
2064,note_on,,,,,2,0,2,,,,,,,0,,72,0
2064,note_on,,,,,0,0,3,,,,,,,1,,46,50
2064,note_on,,,,,6,0,3,,,,,,,1,,48,0
2066,control_change,,,,,46,0,4,,,,,64,0,0,,,
2066,control_change,,,,,46,0,5,,,,,64,0,1,,,
2068,control_change,,,,,2,0,4,,,,,64,127,0,,,
2068,control_change,,,,,2,0,5,,,,,64,127,1,,,
2076,note_on,,,,,12,0,3,,,,,,,1,,60,25
2076,note_on,,,,,0,0,3,,,,,,,1,,55,15
2076,note_on,,,,,0,0,3,,,,,,,1,,52,32
2082,note_on,,,,,6,0,3,,,,,,,1,,52,0
2082,note_on,,,,,0,0,3,,,,,,,1,,55,0
2082,note_on,,,,,0,0,3,,,,,,,1,,60,0
2088,set_tempo,,,,,48,1,0,,1304347,,,,,,,,
2088,note_on,,,,,24,0,2,,,,,,,0,,72,75
2088,note_on,,,,,6,0,3,,,,,,,1,,60,27
2088,note_on,,,,,0,0,3,,,,,,,1,,52,34
2088,note_on,,,,,0,0,3,,,,,,,1,,55,18
2096,note_on,,,,,0,0,3,,,,,,,1,,55,0
2096,note_on,,,,,0,0,3,,,,,,,1,,60,0
2096,note_on,,,,,8,0,3,,,,,,,1,,52,0
2100,note_on,,,,,0,0,3,,,,,,,1,,55,20
2100,note_on,,,,,4,0,3,,,,,,,1,,60,32
2100,note_on,,,,,0,0,3,,,,,,,1,,52,37
2106,note_on,,,,,6,0,3,,,,,,,1,,52,0
2106,note_on,,,,,0,0,3,,,,,,,1,,60,0
2106,note_on,,,,,0,0,3,,,,,,,1,,55,0
2112,note_on,,,,,6,0,3,,,,,,,1,,46,0
2112,note_on,,,,,0,0,3,,,,,,,1,,45,55
2112,note_on,,,,,24,0,2,,,,,,,0,,65,50
2112,control_change,,,,,44,0,4,,,,,64,127,0,,,
2112,control_change,,,,,44,0,5,,,,,64,127,1,,,
2112,set_tempo,,,,,24,1,0,,1276595,,,,,,,,
2114,control_change,,,,,2,0,5,,,,,64,0,1,,,
2114,control_change,,,,,2,0,4,,,,,64,0,0,,,
2114,note_on,,,,,2,0,2,,,,,,,0,,72,0
2114,note_on,,,,,0,0,2,,,,,,,0,,77,80
2116,control_change,,,,,2,0,4,,,,,64,127,0,,,
2116,control_change,,,,,2,0,5,,,,,64,127,1,,,
2124,note_on,,,,,0,0,3,,,,,,,1,,53,35
2124,note_on,,,,,12,0,3,,,,,,,1,,60,28
2130,note_on,,,,,0,0,3,,,,,,,1,,60,0
2130,note_on,,,,,6,0,3,,,,,,,1,,53,0
2136,note_on,,,,,0,0,3,,,,,,,1,,53,37
2136,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
2136,note_on,,,,,6,0,3,,,,,,,1,,60,30
2144,note_on,,,,,0,0,3,,,,,,,1,,60,0
2144,note_on,,,,,8,0,3,,,,,,,1,,53,0
2148,note_on,,,,,4,0,3,,,,,,,1,,60,27
2148,note_on,,,,,0,0,3,,,,,,,1,,53,32
2154,note_on,,,,,6,0,3,,,,,,,1,,53,0
2154,note_on,,,,,0,0,3,,,,,,,1,,60,0
2157,note_on,,,,,43,0,2,,,,,,,0,,81,60
2160,note_on,,,,,6,0,3,,,,,,,1,,45,0
2160,note_on,,,,,0,0,3,,,,,,,1,,52,48
2160,note_on,,,,,3,0,2,,,,,,,0,,65,0
2160,note_on,,,,,0,0,2,,,,,,,0,,79,75
2160,note_on,,,,,0,0,2,,,,,,,0,,67,60
2161,note_on,,,,,1,0,2,,,,,,,0,,81,0
2162,control_change,,,,,46,0,5,,,,,64,0,1,,,
2162,control_change,,,,,46,0,4,,,,,64,0,0,,,
2162,note_on,,,,,1,0,2,,,,,,,0,,77,0
2164,control_change,,,,,2,0,4,,,,,64,127,0,,,
2164,control_change,,,,,2,0,5,,,,,64,127,1,,,
2172,note_on,,,,,12,0,3,,,,,,,1,,60,25
2172,note_on,,,,,0,0,2,,,,,,,0,,66,63
2172,note_on,,,,,0,0,3,,,,,,,1,,58,32
2172,note_on,,,,,10,0,2,,,,,,,0,,78,78
2174,note_on,,,,,0,0,2,,,,,,,0,,79,0
2174,note_on,,,,,2,0,2,,,,,,,0,,67,0
2178,note_on,,,,,0,0,3,,,,,,,1,,60,0
2178,note_on,,,,,6,0,3,,,,,,,1,,58,0
2184,note_on,,,,,6,0,3,,,,,,,1,,60,27
2184,set_tempo,,,,,48,1,0,,1304347,,,,,,,,
2184,note_on,,,,,0,0,3,,,,,,,1,,58,34
2184,note_on,,,,,0,0,2,,,,,,,0,,67,58
2184,note_on,,,,,10,0,2,,,,,,,0,,79,73
2186,note_on,,,,,2,0,2,,,,,,,0,,66,0
2186,note_on,,,,,0,0,2,,,,,,,0,,78,0
2192,note_on,,,,,8,0,3,,,,,,,1,,58,0
2192,note_on,,,,,0,0,3,,,,,,,1,,60,0
2196,note_on,,,,,10,0,2,,,,,,,0,,80,68
2196,note_on,,,,,0,0,2,,,,,,,0,,68,53
2196,note_on,,,,,4,0,3,,,,,,,1,,60,24
2196,note_on,,,,,0,0,3,,,,,,,1,,58,29
2198,note_on,,,,,2,0,2,,,,,,,0,,67,0
2198,note_on,,,,,0,0,2,,,,,,,0,,79,0
2202,note_on,,,,,6,0,3,,,,,,,1,,58,0
2202,note_on,,,,,0,0,3,,,,,,,1,,60,0
2208,note_on,,,,,6,0,3,,,,,,,1,,52,0
2208,note_on,,,,,0,0,3,,,,,,,1,,53,50
2208,note_on,,,,,10,0,2,,,,,,,0,,81,70
2208,note_on,,,,,0,0,2,,,,,,,0,,69,50
2208,set_tempo,,,,,24,1,0,,1276595,,,,,,,,
2210,control_change,,,,,46,0,5,,,,,64,0,1,,,
2210,control_change,,,,,46,0,4,,,,,64,0,0,,,
2210,note_on,,,,,2,0,2,,,,,,,0,,68,0
2210,note_on,,,,,0,0,2,,,,,,,0,,80,0
2212,control_change,,,,,2,0,4,,,,,64,127,0,,,
2212,control_change,,,,,2,0,5,,,,,64,127,1,,,
2220,note_on,,,,,12,0,3,,,,,,,1,,60,28
2220,note_on,,,,,0,0,3,,,,,,,1,,57,35
2226,note_on,,,,,6,0,3,,,,,,,1,,57,0
2226,note_on,,,,,0,0,3,,,,,,,1,,60,0
2232,note_on,,,,,0,0,3,,,,,,,1,,57,37
2232,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
2232,note_on,,,,,6,0,3,,,,,,,1,,60,30
2240,note_on,,,,,8,0,3,,,,,,,1,,57,0
2240,note_on,,,,,0,0,3,,,,,,,1,,60,0
2244,note_on,,,,,4,0,3,,,,,,,1,,60,27
2244,note_on,,,,,0,0,3,,,,,,,1,,57,32
2250,note_on,,,,,0,0,3,,,,,,,1,,60,0
2250,note_on,,,,,6,0,3,,,,,,,1,,57,0
2253,note_on,,,,,43,0,2,,,,,,,0,,84,60
2256,note_on,,,,,3,0,2,,,,,,,0,,69,0
2256,note_on,,,,,0,0,3,,,,,,,1,,46,55
2256,note_on,,,,,6,0,3,,,,,,,1,,53,0
2256,note_on,,,,,0,0,2,,,,,,,0,,81,0
2256,note_on,,,,,0,0,2,,,,,,,0,,82,72
2256,note_on,,,,,0,0,2,,,,,,,0,,70,52
2257,note_on,,,,,1,0,2,,,,,,,0,,84,0
2258,control_change,,,,,46,0,5,,,,,64,0,1,,,
2258,control_change,,,,,46,0,4,,,,,64,0,0,,,
2260,control_change,,,,,2,0,5,,,,,64,127,1,,,
2260,control_change,,,,,2,0,4,,,,,64,127,0,,,
2268,note_on,,,,,0,0,3,,,,,,,1,,58,37
2268,note_on,,,,,12,0,3,,,,,,,1,,62,30
2268,note_on,,,,,11,0,2,,,,,,,0,,81,75
2268,note_on,,,,,0,0,2,,,,,,,0,,69,55
2270,note_on,,,,,2,0,2,,,,,,,0,,70,0
2270,note_on,,,,,0,0,2,,,,,,,0,,82,0
2274,note_on,,,,,0,0,3,,,,,,,1,,62,0
2274,note_on,,,,,6,0,3,,,,,,,1,,58,0
2280,note_on,,,,,0,0,3,,,,,,,1,,58,39
2280,note_on,,,,,6,0,3,,,,,,,1,,62,32
2280,set_tempo,,,,,48,1,0,,1304347,,,,,,,,
2280,note_on,,,,,0,0,2,,,,,,,0,,70,57
2280,note_on,,,,,10,0,2,,,,,,,0,,82,70
2282,note_on,,,,,2,0,2,,,,,,,0,,69,0
2282,note_on,,,,,0,0,2,,,,,,,0,,81,0
2288,note_on,,,,,8,0,3,,,,,,,1,,58,0
2288,note_on,,,,,0,0,3,,,,,,,1,,62,0
2292,note_on,,,,,0,0,3,,,,,,,1,,58,42
2292,note_on,,,,,4,0,3,,,,,,,1,,62,37
2292,note_on,,,,,0,0,2,,,,,,,0,,74,52
2292,note_on,,,,,10,0,2,,,,,,,0,,86,65
2294,note_on,,,,,0,0,2,,,,,,,0,,82,0
2294,note_on,,,,,2,0,2,,,,,,,0,,70,0
2298,note_on,,,,,0,0,3,,,,,,,1,,62,0
2298,note_on,,,,,6,0,3,,,,,,,1,,58,0
2304,note_on,,,,,6,0,3,,,,,,,1,,46,0
2304,control_change,,,,,44,0,5,,,,,64,127,1,,,
2304,set_tempo,,,,,24,1,0,,1276595,,,,,,,,
2304,note_on,,,,,0,0,2,,,,,,,0,,69,55
2304,note_on,,,,,0,0,2,,,,,,,0,,77,40
2304,control_change,,,,,44,0,4,,,,,64,127,0,,,
2304,note_on,,,,,10,0,2,,,,,,,0,,81,68
2304,note_on,,,,,0,0,3,,,,,,,1,,48,50
2306,note_on,,,,,0,0,2,,,,,,,0,,86,0
2306,control_change,,,,,2,0,5,,,,,64,0,1,,,
2306,note_on,,,,,2,0,2,,,,,,,0,,74,0
2306,control_change,,,,,2,0,4,,,,,64,0,0,,,
2308,control_change,,,,,2,0,4,,,,,64,127,0,,,
2308,control_change,,,,,2,0,5,,,,,64,127,1,,,
2316,note_on,,,,,0,0,3,,,,,,,1,,57,35
2316,note_on,,,,,12,0,3,,,,,,,1,,60,28
2322,note_on,,,,,6,0,3,,,,,,,1,,57,0
2322,note_on,,,,,0,0,3,,,,,,,1,,60,0
2328,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
2328,note_on,,,,,6,0,3,,,,,,,1,,60,30
