tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,number,port,control,value,channel,program,note,velocity
21120,note_on,12,0,1,,,,,,,,,,,0,,77,100
21174,note_on,54,0,3,,,,,,,,,,,2,,74,0
21180,note_on,6,0,3,,,,,,,,,,,2,,67,100
21228,note_on,108,0,5,,,,,,,,,,,4,,43,0
21234,note_on,54,0,3,,,,,,,,,,,2,,67,0
21240,note_on,12,0,5,,,,,,,,,,,4,,48,100
21300,note_on,66,0,3,,,,,,,,,,,2,,67,100
21348,note_on,228,0,1,,,,,,,,,,,0,,77,0
21348,note_on,228,0,4,,,,,,,,,,,3,,83,0
21354,note_on,54,0,3,,,,,,,,,,,2,,67,0
21360,note_on,12,0,1,,,,,,,,,,,0,,76,100
21360,note_on,12,0,4,,,,,,,,,,,3,,84,100
21360,note_on,6,0,3,,,,,,,,,,,2,,79,100
21402,note_on,162,0,5,,,,,,,,,,,4,,48,0
21414,note_on,54,0,3,,,,,,,,,,,2,,79,0
21420,note_on,18,0,5,,,,,,,,,,,4,,46,100
21420,note_on,6,0,3,,,,,,,,,,,2,,76,100
21447,note_on,27,0,5,,,,,,,,,,,4,,46,0
21450,note_on,3,0,5,,,,,,,,,,,4,,45,100
21468,note_on,108,0,1,,,,,,,,,,,0,,76,0
21468,note_on,108,0,4,,,,,,,,,,,3,,84,0
21474,note_on,54,0,3,,,,,,,,,,,2,,76,0
21477,note_on,27,0,5,,,,,,,,,,,4,,45,0
21480,note_on,3,0,5,,,,,,,,,,,4,,46,100
21480,note_on,12,0,1,,,,,,,,,,,0,,79,100
21480,note_on,6,0,3,,,,,,,,,,,2,,76,100
21534,note_on,54,0,3,,,,,,,,,,,2,,76,0
21534,note_on,54,0,5,,,,,,,,,,,4,,46,0
21540,note_on,6,0,5,,,,,,,,,,,4,,45,100
21540,note_on,6,0,3,,,,,,,,,,,2,,72,100
21567,note_on,27,0,5,,,,,,,,,,,4,,45,0
21570,note_on,3,0,5,,,,,,,,,,,4,,43,100
21594,note_on,54,0,3,,,,,,,,,,,2,,72,0
21597,note_on,27,0,5,,,,,,,,,,,4,,43,0
21600,note_on,132,0,4,,,,,,,,,,,3,,75,100
21600,note_on,3,0,5,,,,,,,,,,,4,,45,100
21627,note_on,27,0,4,,,,,,,,,,,3,,75,0
21630,note_on,3,0,4,,,,,,,,,,,3,,74,100
21657,note_on,27,0,4,,,,,,,,,,,3,,74,0
21660,note_on,66,0,3,,,,,,,,,,,2,,72,100
21660,note_on,3,0,4,,,,,,,,,,,3,,75,100
21708,note_on,108,0,5,,,,,,,,,,,4,,45,0
21708,note_on,228,0,1,,,,,,,,,,,0,,79,0
21714,note_on,54,0,3,,,,,,,,,,,2,,72,0
21720,note_on,12,0,1,,,,,,,,,,,0,,78,100
21720,note_on,12,0,5,,,,,,,,,,,4,,48,100
21720,note_on,6,0,3,,,,,,,,,,,2,,69,100
21768,note_on,108,0,4,,,,,,,,,,,3,,75,0
21774,note_on,54,0,3,,,,,,,,,,,2,,69,0
21780,note_on,6,0,3,,,,,,,,,,,2,,72,100
21780,note_on,12,0,4,,,,,,,,,,,3,,81,100
21807,note_on,27,0,4,,,,,,,,,,,3,,81,0
21810,note_on,3,0,4,,,,,,,,,,,3,,82,100
21828,note_on,108,0,5,,,,,,,,,,,4,,48,0
21834,note_on,54,0,3,,,,,,,,,,,2,,72,0
21837,note_on,27,0,4,,,,,,,,,,,3,,82,0
21840,note_on,12,0,5,,,,,,,,,,,4,,45,100
21840,note_on,3,0,4,,,,,,,,,,,3,,84,100
21840,note_on,6,0,3,,,,,,,,,,,2,,75,100
21894,note_on,54,0,4,,,,,,,,,,,3,,84,0
21894,note_on,54,0,3,,,,,,,,,,,2,,75,0
21900,note_on,6,0,4,,,,,,,,,,,3,,75,100
21900,note_on,6,0,3,,,,,,,,,,,2,,72,100
21948,note_on,108,0,5,,,,,,,,,,,4,,45,0
21954,note_on,54,0,4,,,,,,,,,,,3,,75,0
21954,note_on,54,0,3,,,,,,,,,,,2,,72,0
21960,note_on,6,0,4,,,,,,,,,,,3,,75,100
21960,note_on,12,0,5,,,,,,,,,,,4,,46,100
22020,note_on,66,0,3,,,,,,,,,,,2,,72,100
22068,note_on,108,0,5,,,,,,,,,,,4,,46,0
22068,note_on,348,0,1,,,,,,,,,,,0,,78,0
22068,note_on,108,0,4,,,,,,,,,,,3,,75,0
22074,note_on,54,0,3,,,,,,,,,,,2,,72,0
22080,note_on,12,0,1,,,,,,,,,,,0,,79,100
22080,note_on,6,0,3,,,,,,,,,,,2,,70,100
22080,note_on,12,0,5,,,,,,,,,,,4,,58,100
22080,note_on,12,0,4,,,,,,,,,,,3,,74,100
22134,note_on,54,0,3,,,,,,,,,,,2,,70,0
22134,note_on,54,0,1,,,,,,,,,,,0,,79,0
22140,note_on,6,0,3,,,,,,,,,,,2,,67,100
22140,note_on,6,0,1,,,,,,,,,,,0,,81,100
22167,note_on,27,0,1,,,,,,,,,,,0,,81,0
22170,note_on,3,0,1,,,,,,,,,,,0,,82,100
22188,note_on,108,0,4,,,,,,,,,,,3,,74,0
22188,note_on,108,0,5,,,,,,,,,,,4,,58,0
22194,note_on,54,0,3,,,,,,,,,,,2,,67,0
22197,note_on,27,0,1,,,,,,,,,,,0,,82,0
22200,note_on,3,0,1,,,,,,,,,,,0,,81,100
22200,note_on,6,0,3,,,,,,,,,,,2,,62,100
22200,note_on,12,0,4,,,,,,,,,,,3,,81,100
22227,note_on,27,0,1,,,,,,,,,,,0,,81,0
22230,note_on,3,0,1,,,,,,,,,,,0,,79,100
22254,note_on,54,0,3,,,,,,,,,,,2,,62,0
22257,note_on,27,0,1,,,,,,,,,,,0,,79,0
22260,note_on,6,0,3,,,,,,,,,,,2,,74,100
22260,note_on,3,0,1,,,,,,,,,,,0,,77,100
22287,note_on,27,0,1,,,,,,,,,,,0,,77,0
22290,note_on,3,0,1,,,,,,,,,,,0,,76,100
22314,note_on,54,0,3,,,,,,,,,,,2,,74,0
22317,note_on,27,0,1,,,,,,,,,,,0,,76,0
22320,note_on,3,0,1,,,,,,,,,,,0,,74,100
22320,note_on,132,0,5,,,,,,,,,,,4,,59,100
22347,note_on,27,0,1,,,,,,,,,,,0,,74,0
22350,note_on,3,0,1,,,,,,,,,,,0,,73,100
22377,note_on,27,0,1,,,,,,,,,,,0,,73,0
22380,note_on,66,0,3,,,,,,,,,,,2,,77,100
22380,note_on,3,0,1,,,,,,,,,,,0,,74,100
22428,note_on,228,0,4,,,,,,,,,,,3,,81,0
22428,note_on,108,0,5,,,,,,,,,,,4,,59,0
22434,note_on,54,0,3,,,,,,,,,,,2,,77,0
22440,note_on,12,0,5,,,,,,,,,,,4,,64,100
22440,note_on,6,0,3,,,,,,,,,,,2,,74,100
22440,note_on,12,0,4,,,,,,,,,,,3,,80,100
22488,note_on,108,0,1,,,,,,,,,,,0,,74,0
22494,note_on,54,0,3,,,,,,,,,,,2,,74,0
22500,note_on,12,0,1,,,,,,,,,,,0,,80,100
22500,note_on,6,0,3,,,,,,,,,,,2,,71,100
22527,note_on,27,0,1,,,,,,,,,,,0,,80,0
22530,note_on,3,0,1,,,,,,,,,,,0,,81,100
22548,note_on,108,0,5,,,,,,,,,,,4,,64,0
22554,note_on,54,0,3,,,,,,,,,,,2,,71,0
22557,note_on,27,0,1,,,,,,,,,,,0,,81,0
22560,note_on,3,0,1,,,,,,,,,,,0,,83,100
22560,note_on,6,0,3,,,,,,,,,,,2,,68,100
22560,note_on,12,0,5,,,,,,,,,,,4,,52,100
22614,note_on,54,0,1,,,,,,,,,,,0,,83,0
22614,note_on,54,0,3,,,,,,,,,,,2,,68,0
22620,note_on,6,0,3,,,,,,,,,,,2,,71,100
22620,note_on,6,0,1,,,,,,,,,,,0,,74,100
22668,note_on,108,0,5,,,,,,,,,,,4,,52,0
22674,note_on,54,0,1,,,,,,,,,,,0,,74,0
22674,note_on,54,0,3,,,,,,,,,,,2,,71,0
22680,note_on,6,0,1,,,,,,,,,,,0,,74,100
22680,note_on,12,0,5,,,,,,,,,,,4,,57,100
22740,note_on,66,0,3,,,,,,,,,,,2,,64,100
22788,note_on,348,0,4,,,,,,,,,,,3,,80,0
22788,note_on,108,0,1,,,,,,,,,,,0,,74,0
22788,note_on,108,0,5,,,,,,,,,,,4,,57,0
22794,note_on,54,0,3,,,,,,,,,,,2,,64,0
22800,note_on,12,0,5,,,,,,,,,,,4,,45,100
22800,note_on,12,0,4,,,,,,,,,,,3,,81,100
22800,note_on,12,0,1,,,,,,,,,,,0,,73,100
22800,note_on,6,0,3,,,,,,,,,,,2,,69,100
22854,note_on,54,0,3,,,,,,,,,,,2,,69,0
22854,note_on,54,0,4,,,,,,,,,,,3,,81,0
22854,note_on,54,0,5,,,,,,,,,,,4,,45,0
22854,note_on,54,0,1,,,,,,,,,,,0,,73,0
22860,note_on,6,0,3,,,,,,,,,,,2,,73,100
22860,note_on,6,0,5,,,,,,,,,,,4,,57,100
22860,note_on,6,0,1,,,,,,,,,,,0,,76,100
22860,note_on,6,0,4,,,,,,,,,,,3,,82,100
22887,note_on,27,0,4,,,,,,,,,,,3,,82,0
22890,note_on,3,0,4,,,,,,,,,,,3,,81,100
22914,note_on,54,0,3,,,,,,,,,,,2,,73,0
22914,note_on,54,0,5,,,,,,,,,,,4,,57,0
22914,note_on,54,0,1,,,,,,,,,,,0,,76,0
22917,note_on,27,0,4,,,,,,,,,,,3,,81,0
22920,note_on,6,0,5,,,,,,,,,,,4,,59,100
22920,note_on,6,0,3,,,,,,,,,,,2,,74,100
22920,note_on,3,0,4,,,,,,,,,,,3,,79,100
22920,note_on,6,0,1,,,,,,,,,,,0,,79,100
22947,note_on,27,0,4,,,,,,,,,,,3,,79,0
22950,note_on,3,0,4,,,,,,,,,,,3,,77,100
22974,note_on,54,0,5,,,,,,,,,,,4,,59,0
22974,note_on,54,0,3,,,,,,,,,,,2,,74,0
22977,note_on,27,0,4,,,,,,,,,,,3,,77,0
22980,note_on,3,0,4,,,,,,,,,,,3,,76,100
22980,note_on,6,0,5,,,,,,,,,,,4,,61,100
22980,note_on,6,0,3,,,,,,,,,,,2,,70,100
23007,note_on,27,0,4,,,,,,,,,,,3,,76,0
23010,note_on,3,0,4,,,,,,,,,,,3,,74,100
23034,note_on,54,0,3,,,,,,,,,,,2,,70,0
23034,note_on,54,0,5,,,,,,,,,,,4,,61,0
23037,note_on,27,0,4,,,,,,,,,,,3,,74,0
23040,note_on,6,0,3,,,,,,,,,,,2,,69,100
23040,note_on,6,0,5,,,,,,,,,,,4,,61,100
23040,note_on,3,0,4,,,,,,,,,,,3,,76,100
23094,note_on,54,0,5,,,,,,,,,,,4,,61,0
23100,note_on,6,0,5,,,,,,,,,,,4,,62,100
23148,note_on,108,0,4,,,,,,,,,,,3,,76,0
23148,note_on,108,0,3,,,,,,,,,,,2,,69,0
23148,note_on,228,0,1,,,,,,,,,,,0,,79,0
23154,note_on,54,0,5,,,,,,,,,,,4,,62,0
23160,note_on,12,0,4,,,,,,,,,,,3,,69,100
23160,note_on,12,0,1,,,,,,,,,,,0,,78,100
23160,note_on,6,0,5,,,,,,,,,,,4,,62,100
23214,note_on,54,0,5,,,,,,,,,,,4,,62,0
23220,note_on,72,0,3,,,,,,,,,,,2,,74,100
23220,note_on,6,0,5,,,,,,,,,,,4,,60,100
23268,note_on,108,0,1,,,,,,,,,,,0,,78,0
23268,note_on,108,0,4,,,,,,,,,,,3,,69,0
23274,note_on,54,0,5,,,,,,,,,,,4,,60,0
23274,note_on,54,0,3,,,,,,,,,,,2,,74,0
23280,note_on,12,0,1,,,,,,,,,,,0,,77,100
23280,note_on,6,0,3,,,,,,,,,,,2,,69,100
23280,note_on,6,0,5,,,,,,,,,,,4,,60,100
23334,note_on,54,0,5,,,,,,,,,,,4,,60,0
23334,note_on,54,0,3,,,,,,,,,,,2,,69,0
23340,note_on,6,0,3,,,,,,,,,,,2,,62,100
23340,note_on,6,0,5,,,,,,,,,,,4,,59,100
23394,note_on,54,0,5,,,,,,,,,,,4,,59,0
23394,note_on,54,0,3,,,,,,,,,,,2,,62,0
23400,note_on,6,0,5,,,,,,,,,,,4,,59,100
23400,note_on,6,0,3,,,,,,,,,,,2,,67,100
23454,note_on,174,0,1,,,,,,,,,,,0,,77,0
23460,note_on,6,0,1,,,,,,,,,,,0,,76,100
23487,note_on,27,0,1,,,,,,,,,,,0,,76,0
23490,note_on,3,0,1,,,,,,,,,,,0,,74,100
23508,note_on,108,0,5,,,,,,,,,,,4,,59,0
23508,note_on,108,0,3,,,,,,,,,,,2,,67,0
23517,note_on,27,0,1,,,,,,,,,,,0,,74,0
23520,note_on,3,0,1,,,,,,,,,,,0,,76,100
23520,note_on,12,0,5,,,,,,,,,,,4,,60,100
23574,note_on,54,0,1,,,,,,,,,,,0,,76,0
23580,note_on,72,0,3,,,,,,,,,,,2,,64,100
23580,note_on,6,0,1,,,,,,,,,,,0,,78,100
23607,note_on,27,0,1,,,,,,,,,,,0,,78,0
23610,note_on,3,0,1,,,,,,,,,,,0,,79,100
23628,note_on,108,0,5,,,,,,,,,,,4,,60,0
23634,note_on,54,0,3,,,,,,,,,,,2,,64,0
23637,note_on,27,0,1,,,,,,,,,,,0,,79,0
23640,note_on,3,0,1,,,,,,,,,,,0,,78,100
23640,note_on,12,0,5,,,,,,,,,,,4,,57,100
23640,note_on,6,0,3,,,,,,,,,,,2,,69,100
23640,note_on,372,0,4,,,,,,,,,,,3,,84,100
23694,note_on,54,0,1,,,,,,,,,,,0,,78,0
23694,note_on,54,0,3,,,,,,,,,,,2,,69,0
23700,note_on,6,0,3,,,,,,,,,,,2,,63,100
23700,note_on,6,0,1,,,,,,,,,,,0,,79,100
23727,note_on,27,0,1,,,,,,,,,,,0,,79,0
23730,note_on,3,0,1,,,,,,,,,,,0,,81,100
23748,note_on,108,0,5,,,,,,,,,,,4,,57,0
23754,note_on,54,0,3,,,,,,,,,,,2,,63,0
23757,note_on,27,0,1,,,,,,,,,,,0,,81,0
23760,note_on,12,0,5,,,,,,,,,,,4,,52,100
23760,note_on,3,0,1,,,,,,,,,,,0,,79,100
23760,note_on,6,0,3,,,,,,,,,,,2,,64,100
23814,note_on,54,0,5,,,,,,,,,,,4,,52,0
23820,note_on,6,0,5,,,,,,,,,,,4,,50,100
23868,note_on,108,0,3,,,,,,,,,,,2,,64,0
23868,note_on,228,0,4,,,,,,,,,,,3,,84,0
23874,note_on,54,0,5,,,,,,,,,,,4,,50,0
23880,note_on,12,0,4,,,,,,,,,,,3,,83,100
23880,note_on,6,0,5,,,,,,,,,,,4,,50,100
23934,note_on,54,0,5,,,,,,,,,,,4,,50,0
23940,note_on,72,0,3,,,,,,,,,,,2,,76,100
23940,note_on,6,0,5,,,,,,,,,,,4,,49,100
23988,note_on,108,0,4,,,,,,,,,,,3,,83,0
23994,note_on,54,0,5,,,,,,,,,,,4,,49,0
23994,note_on,54,0,3,,,,,,,,,,,2,,76,0
24000,note_on,6,0,3,,,,,,,,,,,2,,76,100
24000,note_on,6,0,5,,,,,,,,,,,4,,49,100
24000,note_on,12,0,4,,,,,,,,,,,3,,82,100
24054,note_on,54,0,3,,,,,,,,,,,2,,76,0
24054,note_on,54,0,5,,,,,,,,,,,4,,49,0
24060,note_on,6,0,3,,,,,,,,,,,2,,74,100
24060,note_on,6,0,5,,,,,,,,,,,4,,50,100
24114,note_on,54,0,3,,,,,,,,,,,2,,74,0
24114,note_on,54,0,5,,,,,,,,,,,4,,50,0
24120,note_on,6,0,5,,,,,,,,,,,4,,50,100
24120,note_on,6,0,3,,,,,,,,,,,2,,74,100
24174,note_on,174,0,4,,,,,,,,,,,3,,82,0
24180,note_on,6,0,4,,,,,,,,,,,3,,81,100
24207,note_on,27,0,4,,,,,,,,,,,3,,81,0
24210,note_on,3,0,4,,,,,,,,,,,3,,79,100
24228,note_on,108,0,5,,,,,,,,,,,4,,50,0
24228,note_on,108,0,3,,,,,,,,,,,2,,74,0
24228,note_on,468,0,1,,,,,,,,,,,0,,79,0
24237,note_on,27,0,4,,,,,,,,,,,3,,79,0
24240,note_on,12,0,1,,,,,,,,,,,0,,78,100
24240,note_on,12,0,5,,,,,,,,,,,4,,62,100
24240,note_on,3,0,4,,,,,,,,,,,3,,81,100
24294,note_on,54,0,4,,,,,,,,,,,3,,81,0
24300,note_on,72,0,3,,,,,,,,,,,2,,62,100
24300,note_on,6,0,4,,,,,,,,,,,3,,83,100
24327,note_on,27,0,4,,,,,,,,,,,3,,83,0
24330,note_on,3,0,4,,,,,,,,,,,3,,84,100
24348,note_on,108,0,1,,,,,,,,,,,0,,78,0
24348,note_on,108,0,5,,,,,,,,,,,4,,62,0
24354,note_on,54,0,3,,,,,,,,,,,2,,62,0
24357,note_on,27,0,4,,,,,,,,,,,3,,84,0
24360,note_on,6,0,3,,,,,,,,,,,2,,74,100
24360,note_on,3,0,4,,,,,,,,,,,3,,83,100
24360,note_on,12,0,5,,,,,,,,,,,4,,56,100
24360,note_on,12,0,1,,,,,,,,,,,0,,77,100
24414,note_on,54,0,3,,,,,,,,,,,2,,74,0
24414,note_on,54,0,4,,,,,,,,,,,3,,83,0
24420,note_on,6,0,4,,,,,,,,,,,3,,84,100
24420,note_on,6,0,3,,,,,,,,,,,2,,71,100
24447,note_on,27,0,4,,,,,,,,,,,3,,84,0
24450,note_on,3,0,4,,,,,,,,,,,3,,86,100
24468,note_on,108,0,5,,,,,,,,,,,4,,56,0
24474,note_on,54,0,3,,,,,,,,,,,2,,71,0
24477,note_on,27,0,4,,,,,,,,,,,3,,86,0
24480,note_on,6,0,3,,,,,,,,,,,2,,69,100
24480,note_on,3,0,4,,,,,,,,,,,3,,84,100
24480,note_on,12,0,5,,,,,,,,,,,4,,57,100
24534,note_on,54,0,5,,,,,,,,,,,4,,57,0
24540,note_on,6,0,5,,,,,,,,,,,4,,55,100
24588,note_on,108,0,3,,,,,,,,,,,2,,69,0
24588,note_on,228,0,1,,,,,,,,,,,0,,77,0
24594,note_on,54,0,5,,,,,,,,,,,4,,55,0
24600,note_on,6,0,5,,,,,,,,,,,4,,55,100
24600,note_on,12,0,1,,,,,,,,,,,0,,76,100
24654,note_on,54,0,5,,,,,,,,,,,4,,55,0
24660,note_on,6,0,5,,,,,,,,,,,4,,54,100
24660,note_on,72,0,3,,,,,,,,,,,2,,69,100
24708,note_on,108,0,1,,,,,,,,,,,0,,76,0
24714,note_on,54,0,5,,,,,,,,,,,4,,54,0
24714,note_on,54,0,3,,,,,,,,,,,2,,69,0
24720,note_on,6,0,5,,,,,,,,,,,4,,54,100
24720,note_on,6,0,3,,,,,,,,,,,2,,57,100
24720,note_on,12,0,1,,,,,,,,,,,0,,75,100
24774,note_on,54,0,5,,,,,,,,,,,4,,54,0
24774,note_on,54,0,3,,,,,,,,,,,2,,57,0
24780,note_on,6,0,3,,,,,,,,,,,2,,55,100
24780,note_on,6,0,5,,,,,,,,,,,4,,55,100
24834,note_on,54,0,5,,,,,,,,,,,4,,55,0
24834,note_on,54,0,3,,,,,,,,,,,2,,55,0
24840,note_on,6,0,5,,,,,,,,,,,4,,55,100
24840,note_on,6,0,3,,,,,,,,,,,2,,55,100
24894,note_on,174,0,1,,,,,,,,,,,0,,75,0
24900,note_on,6,0,1,,,,,,,,,,,0,,74,100
24927,note_on,27,0,1,,,,,,,,,,,0,,74,0
24930,note_on,3,0,1,,,,,,,,,,,0,,72,100
24948,note_on,468,0,4,,,,,,,,,,,3,,84,0
24948,note_on,108,0,3,,,,,,,,,,,2,,55,0
24948,note_on,108,0,5,,,,,,,,,,,4,,55,0
24957,note_on,27,0,1,,,,,,,,,,,0,,72,0
24960,note_on,12,0,5,,,,,,,,,,,4,,43,100
24960,note_on,12,0,4,,,,,,,,,,,3,,83,100
24960,note_on,3,0,1,,,,,,,,,,,0,,74,100
25014,note_on,54,0,1,,,,,,,,,,,0,,74,0
25020,note_on,6,0,1,,,,,,,,,,,0,,76,100
25020,note_on,72,0,3,,,,,,,,,,,2,,55,100
25047,note_on,27,0,1,,,,,,,,,,,0,,76,0
25050,note_on,3,0,1,,,,,,,,,,,0,,77,100
25068,note_on,108,0,5,,,,,,,,,,,4,,43,0
25068,note_on,108,0,4,,,,,,,,,,,3,,83,0
25074,note_on,54,0,3,,,,,,,,,,,2,,55,0
25077,note_on,27,0,1,,,,,,,,,,,0,,77,0
25080,note_on,12,0,5,,,,,,,,,,,4,,49,100
25080,note_on,6,0,3,,,,,,,,,,,2,,67,100
25080,note_on,3,0,1,,,,,,,,,,,0,,76,100
25080,note_on,12,0,4,,,,,,,,,,,3,,82,100
25134,note_on,54,0,3,,,,,,,,,,,2,,67,0
25134,note_on,54,0,1,,,,,,,,,,,0,,76,0
25140,note_on,6,0,3,,,,,,,,,,,2,,64,100
25140,note_on,6,0,1,,,,,,,,,,,0,,77,100
25167,note_on,27,0,1,,,,,,,,,,,0,,77,0
25170,note_on,3,0,1,,,,,,,,,,,0,,79,100
25188,note_on,108,0,5,,,,,,,,,,,4,,49,0
25194,note_on,54,0,3,,,,,,,,,,,2,,64,0
25197,note_on,27,0,1,,,,,,,,,,,0,,79,0
25200,note_on,12,0,5,,,,,,,,,,,4,,50,100
25200,note_on,3,0,1,,,,,,,,,,,0,,77,100
25200,note_on,6,0,3,,,,,,,,,,,2,,62,100
25254,note_on,54,0,5,,,,,,,,,,,4,,50,0
25260,note_on,6,0,5,,,,,,,,,,,4,,48,100
25308,note_on,108,0,3,,,,,,,,,,,2,,62,0
25308,note_on,228,0,4,,,,,,,,,,,3,,82,0
25314,note_on,54,0,5,,,,,,,,,,,4,,48,0
25320,note_on,6,0,5,,,,,,,,,,,4,,48,100
25320,note_on,12,0,4,,,,,,,,,,,3,,81,100
25374,note_on,54,0,5,,,,,,,,,,,4,,48,0
25380,note_on,72,0,3,,,,,,,,,,,2,,74,100
25380,note_on,6,0,5,,,,,,,,,,,4,,47,100
25428,note_on,108,0,4,,,,,,,,,,,3,,81,0
25434,note_on,54,0,5,,,,,,,,,,,4,,47,0
25434,note_on,54,0,3,,,,,,,,,,,2,,74,0
25440,note_on,6,0,5,,,,,,,,,,,4,,47,100
25440,note_on,12,0,4,,,,,,,,,,,3,,80,100
25440,note_on,6,0,3,,,,,,,,,,,2,,62,100
25494,note_on,54,0,3,,,,,,,,,,,2,,62,0
25494,note_on,54,0,5,,,,,,,,,,,4,,47,0
25500,note_on,6,0,3,,,,,,,,,,,2,,60,100
25500,note_on,6,0,5,,,,,,,,,,,4,,48,100
25554,note_on,54,0,5,,,,,,,,,,,4,,48,0
25554,note_on,54,0,3,,,,,,,,,,,2,,60,0
25560,note_on,6,0,3,,,,,,,,,,,2,,60,100
25560,note_on,6,0,5,,,,,,,,,,,4,,48,100
25614,note_on,174,0,4,,,,,,,,,,,3,,80,0
25620,note_on,6,0,4,,,,,,,,,,,3,,79,100
25647,note_on,27,0,4,,,,,,,,,,,3,,79,0
25650,note_on,3,0,4,,,,,,,,,,,3,,77,100
25668,note_on,108,0,3,,,,,,,,,,,2,,60,0
25668,note_on,108,0,5,,,,,,,,,,,4,,48,0
25668,note_on,468,0,1,,,,,,,,,,,0,,77,0
25677,note_on,27,0,4,,,,,,,,,,,3,,77,0
25680,note_on,3,0,4,,,,,,,,,,,3,,79,100
25680,note_on,12,0,1,,,,,,,,,,,0,,76,100
25680,note_on,12,0,5,,,,,,,,,,,4,,36,100
25734,note_on,54,0,4,,,,,,,,,,,3,,79,0
25740,note_on,6,0,4,,,,,,,,,,,3,,81,100
25740,note_on,72,0,3,,,,,,,,,,,2,,72,100
25767,note_on,27,0,4,,,,,,,,,,,3,,81,0
25770,note_on,3,0,4,,,,,,,,,,,3,,82,100
25788,note_on,108,0,5,,,,,,,,,,,4,,36,0
25788,note_on,108,0,1,,,,,,,,,,,0,,76,0
25794,note_on,54,0,3,,,,,,,,,,,2,,72,0
25797,note_on,27,0,4,,,,,,,,,,,3,,82,0
25800,note_on,3,0,4,,,,,,,,,,,3,,81,100
25800,note_on,6,0,3,,,,,,,,,,,2,,77,100
25854,note_on,54,0,3,,,,,,,,,,,2,,77,0
25854,note_on,54,0,4,,,,,,,,,,,3,,81,0
25860,note_on,6,0,3,,,,,,,,,,,2,,76,100
25860,note_on,6,0,4,,,,,,,,,,,3,,82,100
25887,note_on,27,0,4,,,,,,,,,,,3,,82,0
25890,note_on,3,0,4,,,,,,,,,,,3,,84,100
25914,note_on,54,0,3,,,,,,,,,,,2,,76,0
25917,note_on,27,0,4,,,,,,,,,,,3,,84,0
25920,note_on,6,0,3,,,,,,,,,,,2,,76,100
25920,note_on,132,0,1,,,,,,,,,,,0,,67,100
25920,note_on,3,0,4,,,,,,,,,,,3,,82,100
25974,note_on,54,0,1,,,,,,,,,,,0,,67,0
25974,note_on,54,0,3,,,,,,,,,,,2,,76,0
25980,note_on,6,0,3,,,,,,,,,,,2,,72,100
25980,note_on,6,0,1,,,,,,,,,,,0,,72,100
26007,note_on,27,0,1,,,,,,,,,,,0,,72,0
26010,note_on,3,0,1,,,,,,,,,,,0,,74,100
26034,note_on,54,0,3,,,,,,,,,,,2,,72,0
26037,note_on,27,0,1,,,,,,,,,,,0,,74,0
26040,note_on,6,0,3,,,,,,,,,,,2,,67,100
26040,note_on,3,0,1,,,,,,,,,,,0,,76,100
26040,note_on,252,0,5,,,,,,,,,,,4,,55,100
26094,note_on,54,0,3,,,,,,,,,,,2,,67,0
26094,note_on,54,0,1,,,,,,,,,,,0,,76,0
26100,note_on,6,0,1,,,,,,,,,,,0,,76,100
26100,note_on,6,0,3,,,,,,,,,,,2,,64,100
26127,note_on,27,0,1,,,,,,,,,,,0,,76,0
26130,note_on,3,0,1,,,,,,,,,,,0,,77,100
26148,note_on,108,0,5,,,,,,,,,,,4,,55,0
26154,note_on,54,0,3,,,,,,,,,,,2,,64,0
26157,note_on,27,0,1,,,,,,,,,,,0,,77,0
26160,note_on,12,0,5,,,,,,,,,,,4,,52,100
26160,note_on,3,0,1,,,,,,,,,,,0,,79,100
26160,note_on,6,0,3,,,,,,,,,,,2,,60,100
26214,note_on,54,0,3,,,,,,,,,,,2,,60,0
26214,note_on,54,0,1,,,,,,,,,,,0,,79,0
26220,note_on,6,0,3,,,,,,,,,,,2,,64,100
26220,note_on,6,0,1,,,,,,,,,,,0,,79,100
26247,note_on,27,0,1,,,,,,,,,,,0,,79,0
26250,note_on,3,0,1,,,,,,,,,,,0,,77,100
26268,note_on,108,0,5,,,,,,,,,,,4,,52,0
26274,note_on,54,0,3,,,,,,,,,,,2,,64,0
26277,note_on,27,0,1,,,,,,,,,,,0,,77,0
26280,note_on,6,0,3,,,,,,,,,,,2,,67,100
26280,note_on,12,0,5,,,,,,,,,,,4,,48,100
26280,note_on,3,0,1,,,,,,,,,,,0,,76,100
26334,note_on,54,0,3,,,,,,,,,,,2,,67,0
26334,note_on,54,0,1,,,,,,,,,,,0,,76,0
26340,note_on,6,0,1,,,,,,,,,,,0,,76,100
26340,note_on,6,0,3,,,,,,,,,,,2,,72,100
26367,note_on,27,0,1,,,,,,,,,,,0,,76,0
26370,note_on,3,0,1,,,,,,,,,,,0,,77,100
26388,note_on,108,0,5,,,,,,,,,,,4,,48,0
26388,note_on,468,0,4,,,,,,,,,,,3,,82,0
26394,note_on,54,0,3,,,,,,,,,,,2,,72,0
26397,note_on,27,0,1,,,,,,,,,,,0,,77,0
26400,note_on,6,0,3,,,,,,,,,,,2,,76,100
26400,note_on,12,0,4,,,,,,,,,,,3,,81,100
26400,note_on,3,0,1,,,,,,,,,,,0,,79,100
26400,note_on,12,0,5,,,,,,,,,,,4,,49,100
26454,note_on,54,0,1,,,,,,,,,,,0,,79,0
